symbol	company	yayk	nayk	mayk	yay	nay	may	desc
OSW	Onespaworld Holdings Ltd	10	0	0	clojure.lang.LazySeq@24988ef5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	OneSpaWorld Holdings Limited operates health and wellness centers onboard cruise ships and at destination resorts worldwide. Its health and wellness centers offer services, such as traditional body, salon, and skin care services and products; specialized fitness classes and personal fitness training; pain management, detoxifying programs, and body composition analyses; weight management programs and products; and medi-spa services. The company also provides its guests access to beauty and wellness brands, including ELEMIS, K̩rastase, and Dysport, with various brands offered exclusively at sea. As of February 26, 2020, it offered health, fitness, beauty and wellness services, treatments, and products onboard 170 cruise ships and at 69 destination resorts. The company is based in Nassau, Bahamas.
PAHC	Phibro Anl Htlh A	10	15	2	clojure.lang.LazySeq@67f842f	clojure.lang.LazySeq@97971812	clojure.lang.LazySeq@5b2b72e9	Phibro Animal Health Corporation develops, manufactures, and supplies a range of animal health and mineral nutrition products for livestock primarily in the United States. It operates through three segments: Animal Health, Mineral Nutrition, and Performance Products. The company develops, manufactures, and markets products for a range of food animals, including poultry, swine, beef and dairy cattle, and aquaculture. Its animal health products also comprise antibacterials that are biological or chemical products used in the animal health industry to treat or to prevent bacterial diseases; anticoccidials primarily used to prevent and control the disease coccidiosis in poultry and cattle; anthelmintics to treat infestations of parasitic intestinal worms; and anti-bloat treatment products for cattle to control bloat in animals grazing on legume or wheat-pasture. In addition, the company offers nutritional specialty products, which enhance nutrition to help improve health and performance; and vaccines to prevent diseases primarily for the poultry and swine markets. Further, it manufactures and markets formulations and concentrations of trace minerals, such as zinc, manganese, copper, iron, and other compounds; and various specialty ingredients for use in the personal care, industrial chemical, and chemical catalyst industries. The company sells its animal health and mineral nutrition products through local sales offices to integrated poultry, swine, and cattle integrators, as well as through commercial animal feed manufacturers, wholesalers, and distributors. It also operates in Latin America, Canada, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Philipp Brothers Chemicals, Inc. and changed its name to Phibro Animal Health Corporation in July 2003. Phibro Animal Health Corporation was incorporated in 2014 and is headquartered in Teaneck, New Jersey.
TVTY	Tivity Health	10	0	1	clojure.lang.LazySeq@2630db21	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Tivity Health, Inc. provides fitness, nutrition, and social connection solutions in the United States. It operates through two segments, Healthcare and Nutrition. The Healthcare segment offers SilverSneakers senior fitness program to the members of Medicare advantage and Medicare supplement programs; Prime fitness, a fitness facility access program through commercial health plans, employers, and other sponsoring organizations; health plans through WholeHealth Living program; and health services, such as chiropractic care, acupuncture, physical therapy, occupational therapy, speech therapy, and others. The Nutrition segment provides weight management products and services under the Nutrisystem, South Beach Diet, and Wisely Well names. This segment sells pre-packaged foods comprising frozen and non-frozen, and shelf-stable products directly to weight loss program participants primarily through the Internet and telephone; QVC, a television shopping network; and retailers. The company was formerly known as Healthways, Inc. and changed its name to Tivity Health, Inc. in January 2017. Tivity Health, Inc. was founded in 1981 and is headquartered in Franklin, Tennessee.
WPRT	Westport Fuel Systems Inc	10	9	7	clojure.lang.LazySeq@4ab42d20	clojure.lang.LazySeq@b8503049	clojure.lang.LazySeq@84f8f1cb	Westport Fuel Systems Inc. engineers, manufactures, and supplies alternative fuel systems and components for use in transportation applications worldwide. It operates through Transportation and Cummins Westport Inc. (CWI) Joint Venture segments. The company offers alternative fuel systems and components, which include a range of alternative fuels, such as liquefied petroleum gas, compressed natural gas, liquefied natural gas, renewable natural gas, and hydrogen; and independent aftermarket, original equipment manufacturers (OEMs) and delayed OEMs, electronics, current and advanced research and development programs, supply chain, and product planning activities. It also provides Westport High Pressure Direct Injection 2.0, a fully integrated system that powers compression ignition engines by natural gas, which reduces greenhouse gas emissions. In addition, the company develops, sells, and markets spark-ignited natural gas or propane engines; and CWI engines for transit, school and shuttle buses, conventional trucks and tractors, refuse collection trucks, and specialty vehicles, such as short-haul port drayage trucks and street sweepers. Its products and services are used for passenger cars; light-, medium-, and heavy-duty trucks; and horsepower, cryogenics, and hydrogen applications. Westport Fuel Systems Inc. markets its products primarily under the Cummins Westport, BRC, Westport, OMVL, Prins, GFi Control systems, Emer, Zavoli, TA Gas Technology, Valtek, and AFS brands. The company was formerly known as Westport Innovations Inc. and changed its name to Westport Fuel Systems Inc. in June 2016. Westport Fuel Systems Inc. was founded in 1995 and is headquartered in Vancouver, Canada.
WBA	Walgreens Boots Alliance	9	12	2	clojure.lang.LazySeq@787dacdb	clojure.lang.LazySeq@40305704	clojure.lang.LazySeq@fdd9522d	Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through three segments: Retail Pharmacy USA, Retail Pharmacy International, and Pharmaceutical Wholesale. The Retail Pharmacy USA segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides specialty pharmacy services and mail services. As of August 31, 2020, this segment operated 9,021 retail stores under the Walgreens and Duane Reade brands in the United States; and six specialty pharmacies. The Retail Pharmacy International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty stores and optical practices, as well as through boots.com and an integrated mobile application. This segment operated 4,428 retail stores under the Boots, Benavides, and Ahumada in the United Kingdom, Thailand, Norway, the Republic of Ireland, the Netherlands, Mexico, and Chile; and 550 optical practices, including 165 on a franchise basis. The Pharmaceutical Wholesale segment engages in the wholesale and distribution of specialty and generic pharmaceuticals, health and beauty products, and home healthcare supplies and equipment, as well as provides related services to pharmacies and other healthcare providers. This segment operates in the United Kingdom, Germany, France, Turkey, Spain, the Netherlands, Egypt, Norway, Romania, the Czech Republic, and Lithuania. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois.
NEPT	Neptune Wellness Solutions Inc	9	0	0	clojure.lang.LazySeq@1fb70bd6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Neptune Wellness Solutions Inc. operates as an integrated health and wellness company. It builds a portfolio of lifestyle brands and consumer packaged goods products under the Forest Remedies and Ocean Remedies brands. The company offers turnkey product development and supply chain solutions to businesses and government customers in various health and wellness verticals, such as legal cannabis and hemp, nutraceuticals, and white label consumer packaged goods. It also provides extraction and purification services from cannabis and hemp biomass; raw material sourcing, formulation, quality control, and quality assurance primarily for omega-3 and hemp-derived ingredients under various delivery forms, such as soft gels, capsules, and liquids; and formulation and manufacturing solutions for value added product forms comprising tinctures, sprays, topicals, vapor products, and edibles and beverages. The company has a collaboration agreement with International Flavors & Fragrances Inc. to co-develop hemp-derived CBD products for the mass retail, and health and wellness markets. Neptune Wellness Solutions Inc. was founded in 1998 and is headquartered in Laval, Canada.
RKDA	Arcadia Bio	8	1	5	clojure.lang.LazySeq@f661a832	clojure.lang.LazySeq@e9d2aac1	clojure.lang.LazySeq@babe99b3	Arcadia Biosciences, Inc., a consumer-driven agricultural technology company, engages in developing various crop productivity traits primarily in hemp, wheat, and soybean. The company's crop productivity traits are designed to enhance farm economics by improving the performance of crops in the field, as well as their value as food ingredients, health and wellness products, and their viability for industrial applications. Its products include GoodHemp, a commercial pipeline of non-GMO hemp seed varieties developed with modern crop innovation tools focused on genetic improvement of hemp; GoodWheat that redesigns wheat as a functional food adding value to the wheat supply chain by enabling a range of choices to meet consumer demands; nutritional oils; and HB4, a drought and herbicide tolerant soybean trait. The company has collaborations with Ardent Mills, LLC, Corteva AgriScience, and Arista Cereal Seeds Pty Ltd, and Bay State Milling Company. It operates in the United States, Canada, Africa, and India. The company was founded in 2002 and is headquartered in Davis, California.
COST	Costco Wholesale	8	4	6	clojure.lang.LazySeq@4b8f089d	clojure.lang.LazySeq@13ffb2bf	clojure.lang.LazySeq@bef889a0	Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan. It offers branded and private-label products in a range of merchandise categories. The company provides dry and packaged foods, and groceries; snack foods, candies, alcoholic and nonalcoholic beverages, and cleaning supplies; appliances, electronics, health and beauty aids, hardware, and garden and patio products; meat, bakery, and deli products, as well as produce; and apparel and small appliances. It also operates pharmacies, optical dispensing centers, food courts, and hearing-aid centers, as well as 615 gas stations; and offers business delivery, travel, same-day grocery, and various other services online in various countries. As of October 07, 2020, the company operated 796 warehouses, including 552 in the United States and Puerto Rico, 102 in Canada, 39 in Mexico, 29 in the United Kingdom, 27 in Japan, 16 in South Korea, 13 in Taiwan, 12 in Australia, 3 in Spain, 1 in Iceland, 1 in France, and 1 in China. It also operates e-commerce websites in the United States, Canada, the United Kingdom, Mexico, South Korea, Taiwan, Japan, and Australia. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington.
OTTR	Otter Tail Corp	8	7	4	clojure.lang.LazySeq@17742c0e	clojure.lang.LazySeq@836b2df2	clojure.lang.LazySeq@4d374954	Otter Tail Corporation, together with its subsidiaries, engages in electric, manufacturing, and plastics businesses in the United States. The company's Electric segment produces, transmits, distributes, and sells electric energy in Minnesota, North Dakota, and South Dakota; and operates as a participant in the Midcontinent Independent System Operator, Inc. markets. This segment generates electricity through coal, wind and hydro, and natural gas and oil sources. As of December 31, 2019, it served approximately 132,578 residential, commercial, industrial, and other customers. Its Manufacturing segment stamps, fabricates, welds, paints, and laser cuts metal components for use in the recreational vehicle, agricultural, oil and gas, lawn and garden, industrial equipment, health and fitness, and enclosure industries; manufactures and fabricates parts for off-road equipment, mining machinery, oil fields and offshore oil rigs, wind industry components, broadcast antennae, and farm equipment; and provides laser cutting services and stamping to weldments and assemblies for metal fabrication buyers and original equipment manufacturers. It also manufactures and sells thermoformed products for the horticulture industry; and clamshell packing, blister packs, returnable pallets, and handling trays for shipping and storing odd-shaped or difficult-to-handle parts for customers in the medical and life sciences, industrial, recreation, and electronics industries. The company's Plastics segment manufactures polyvinyl chloride pipes for municipal water, rural water, wastewater, storm drainage system, and other uses. This segment markets its products to wholesalers and distributors through independent sales representatives, company salespersons, and customer service representatives. The company was formerly known as Otter Tail Power Company and changed its name to Otter Tail Corporation in 2001. Otter Tail Corporation was founded in 1907 and is headquartered in Fergus Falls, Minnesota.
BCPC	Balchem Cp	8	10	3	clojure.lang.LazySeq@a2624646	clojure.lang.LazySeq@2368316e	clojure.lang.LazySeq@5d9793ae	Balchem Corporation develops, manufactures, and markets specialty performance ingredients and products for the food, nutritional, feed, pharmaceutical, medical sterilization, and industrial markets in the United States and internationally. The company's Human Nutrition & Health segment supplies ingredients in the food and beverage industry. Its products include spray dried and emulsified powders, blended lipid systems, liquid flavor delivery systems, juice and dairy bases, chocolate systems, and cereal systems, as well as ice cream bases and variegates. This segment also offers microencapsulation solutions; and human grade choline nutrients and mineral amino acid chelated products for wellness applications. Its Animal Nutrition & Health segment provides microencapsulated products to enhance health and milk production in ruminant animals; chelation technology, which offers enhanced nutrient absorption for various species of production and companion animals; and choline chloride, a nutrient for monogastric animal health. The company's Specialty Products segment offers ethylene oxide primarily for use in the health care industry; and single use canisters with ethylene oxide for sterilizing re-usable devices. It also sells propylene oxide, a fumigant to aid in the control of insects and microbiological spoilage, as well as to reduce bacterial and mold contamination in shell and processed nut meats, processed spices, cacao beans, cocoa powder, raisins, figs, and prunes; and chelated minerals for high value crops. The company's Industrial Products segment provides choline chloride derivatives for hydraulic fracturing of shale natural gas wells; and methylamines, which are building blocks for the manufacture of choline products, as well as used in industrial applications. The company sells its products through sales force, independent distributors, and sales agents. Balchem Corporation was founded in 1967 and is headquartered in New Hampton, New York.
LIQT	Liqtech International Inc	8	4	3	clojure.lang.LazySeq@ebe72e8a	clojure.lang.LazySeq@8993d177	clojure.lang.LazySeq@2d52d18e	LiqTech International, Inc., a clean technology company, designs, develops, produces, markets, and sells automated filtering systems, and ceramic silicon carbide liquid and diesel particulate air filters in the United States, Canada, Europe, Asia, and South America. The company manufactures and sells ceramic silicon carbide membranes and systems for liquid filtration under the LiqTech, Cometas, and Provital brand names, which are used for the filtration of produced water, pre-filtration of reverse osmosis drinking water, industrial applications, producing clean drinking water, and pool and spa water, as well as marine scrubber wash water. It also offers diesel particulate filters for exhaust emission control solutions to the verified retrofit and the original equipment manufacturer market; and plastics, which provide machined and welded plastic parts for the prepress, UV, and aquaculture market segments. LiqTech International, Inc. sells its products primarily to industrial customers through direct sales, systems integrators, distributors, agents, and partners. The company was formerly known as Blue Moose Media, Inc. and changed its name to LiqTech International, Inc. in October 2011. LiqTech International, Inc. was founded in 2004 and is headquartered in Ballerup, Denmark.
NATR	Nature S Sunshine	8	0	1	clojure.lang.LazySeq@c930129d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b29732a7	Nature's Sunshine Products, Inc., a natural health and wellness company, primarily engages in the manufacture and sale of nutritional and personal care products in Asia, Europe, North America, Latin America, and internationally. The company offers general health products related to blood sugar support, bone health, cellular health, cognitive function, joint health, mood, sexual health, sleep, sports and energy, and vision. It also provides immunity, cardiovascular, and digestive products; and personal care products, including oils and lotions, aloe vera gels, herbal shampoos, herbal skin treatment, toothpaste, and skin cleansers, as well as weight management products. The company offers its products under the Nature's Sunshine and Synergy WorldWide brands through a sales force of independent managers and distributors. Nature's Sunshine Products, Inc. was founded in 1972 and is based in Lehi, Utah.
FSLR	First Solar Inc	8	0	3	clojure.lang.LazySeq@e7e37357	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4099032	First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United States and internationally. It operates in two segments, Modules and Systems. The Modules segment designs, manufactures, and sells cadmium telluride solar modules that convert sunlight into electricity to integrators and operators of PV solar power systems. The Systems segment provides power plant solutions, such as project development; engineering, procurement, and construction; and operating and maintenance services to utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.
RCMT	R C M Tech Inc	8	0	6	clojure.lang.LazySeq@3f2cd724	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af39e58	RCM Technologies, Inc. provides business and technology solutions in the United States, Canada, Puerto Rico, and Serbia. It operates through three segments: Engineering, Specialty Health Care, and Information Technology. The Engineering segment offers a range of engineering services, including project management engineering and design, engineering analysis, engineer-procure-construct, configuration management, hardware/software validation and verification, quality assurance, technical writing and publications, manufacturing process planning and improvement, and 3D/BIM integrated design. The Specialty Health Care segment provides long-term and short-term staffing, executive search, and placement services in the fields of rehabilitation, including physical therapists, occupational therapists, and speech language pathologists; nursing; managed care; allied health care; health care management; medical office support; and non-medical caregivers or companions. This segment also offers in-patient, outpatient, sub-acute and acute care, multilingual speech pathology, rehabilitation, geriatric, pediatric, and adult day care services to hospitals, long-term care facilities, schools, sports medicine facilities, and private practices. The Information Technology segment provides enterprise business solutions, application services, infrastructure solutions, competitive advantage and productivity solutions, life sciences solutions, and other vertical market specific solutions. The company serves aerospace and defense, energy, financial services, health care, life sciences, manufacturing and distribution, and technology industries, as well as educational institutions and the public sector. RCM Technologies, Inc. was founded in 1971 and is headquartered in Pennsauken, New Jersey.
