symbol	company	yayk	nayk	mayk	yay	nay	may	desc
ENB.TO	Enbridge Inc	11	6	9	clojure.lang.LazySeq@7db2a7af	clojure.lang.LazySeq@d7b5f031	clojure.lang.LazySeq@f6721d7e	Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada.
AQN.TO	Algonquin Power and Utilities Corp	11	2	4	clojure.lang.LazySeq@451da0c9	clojure.lang.LazySeq@a25ed001	clojure.lang.LazySeq@448ab3ac	Algonquin Power & Utilities Corp., through its subsidiaries, owns and operates a portfolio of regulated and non-regulated generation, distribution, and transmission utility assets in Canada and the United States. It generates and sells electrical energy through non-regulated renewable and clean energy power generation facilities. The company also owns and operates hydroelectric, wind, solar, and thermal facilities with generating capacity of approximately gigawatt; and regulated electric, natural gas, water distribution, and wastewater collection utility systems. It serves approximately 267,000 electric connections; 369,000 natural gas connections; and 168,000 regulated water distribution and wastewater collection utility systems in the states of California, New Hampshire, Missouri, Kansas, Oklahoma, Arkansas, Georgia, Illinois, Iowa, Massachusetts, New York, Arizona, Texas, and the Province of New Brunswick. The company was incorporated in 1988 and is headquartered in Oakville, Canada.
POW.TO	Power Corporation of Canada Sv	10	3	3	clojure.lang.LazySeq@6e0cfc77	clojure.lang.LazySeq@d2b8b83d	clojure.lang.LazySeq@a5cbc86b	Power Corporation of Canada operates as an international management and holding company with interests in the financial services, sustainable and renewable energy, asset management, and other business sectors in North America, Europe, and Asia. The company operates through Lifeco, IGM Financial, and Pargesa segments. It offers life, disability and critical illness, and reinsurance products; annuities, securities, and mortgage products; retirement and estate planning; and investment, protection, and wealth management services. The company also manages and distributes mutual funds; and offers investment products, including equity, fixed income, and absolute return and alternative strategies, as well as investment advisory and related services. In addition, it generates renewable energy through solar and wind facilities; manufactures specification-grade LED lighting solutions and zero-emission vehicles; and operates equity investment funds. Further, it holds interests in various businesses, such as mineral-based specialty solutions for industry; testing, inspection, and certification; cement, aggregates, and concrete; wines and spirits; sportswear design and distribution; materials technology and recycling of precious metals; disposable hygiene products; and regional leisure parks, as well as in oil and gas, chemical, and food and beverage sectors. The company was founded in 1925 and is headquartered in Montr̩al, Canada. Power Corporation of Canada operates as a subsidiary of Pansolo Holding Inc.
AC.TO	Air Canada	10	0	3	clojure.lang.LazySeq@e5a42781	clojure.lang.LazySeq@1	clojure.lang.LazySeq@15eb07fe	Air Canada provides domestic, U.S. transborder, and international airline services. It offers scheduled passenger services under the Air Canada Vacations and Air Canada Rouge brand name in the Canadian market, the Canada-U.S. transborder market, and in the international market to and from Canada, as well as through capacity purchase agreements on other regional carriers. As of December 31, 2019, the company operated a fleet of 188 aircraft under the Air Canada mainline brand name comprising 94 Boeing and Airbus narrow-body aircraft, 80 Boeing and Airbus wide-body aircraft, and 14 Embraer 190 regional jets; and 64 aircraft under the Air Canada Rouge brand name consisting of 22 Airbus A319 aircraft, 14 Airbus A321 aircraft, 3 Airbus A320 aircraft, and 25 Boeing 767-300 aircraft. It also provides air cargo services in domestic and U.S. transborder routes, as well as on international routes between Canada and markets in Europe, Asia, South America, and Australia. In addition, the company operates, develops, markets, and distributes vacation travel packages in the Caribbean, Mexico, the United States, Europe, Central and South America, South Pacific, Australia, and Asia; and offers cruise packages in North America, Europe, and the Caribbean. Air Canada was founded in 1937 and is headquartered in Saint-Laurent, Canada.
FSZ.TO	Fiera Capital Corp	10	0	1	clojure.lang.LazySeq@8c192a37	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3021d5	Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montr̩al, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.
WPRT.TO	Westport Fuel Systems Inc	10	9	7	clojure.lang.LazySeq@4ab42d20	clojure.lang.LazySeq@b8503049	clojure.lang.LazySeq@84f8f1cb	Westport Fuel Systems Inc. engineers, manufactures, and supplies alternative fuel systems and components for use in transportation applications worldwide. It operates through Transportation and Cummins Westport Inc. (CWI) Joint Venture segments. The company offers alternative fuel systems and components, which include a range of alternative fuels, such as liquefied petroleum gas, compressed natural gas, liquefied natural gas, renewable natural gas, and hydrogen; and independent aftermarket, original equipment manufacturers (OEMs) and delayed OEMs, electronics, current and advanced research and development programs, supply chain, and product planning activities. It also provides Westport High Pressure Direct Injection 2.0, a fully integrated system that powers compression ignition engines by natural gas, which reduces greenhouse gas emissions. In addition, the company develops, sells, and markets spark-ignited natural gas or propane engines; and CWI engines for transit, school and shuttle buses, conventional trucks and tractors, refuse collection trucks, and specialty vehicles, such as short-haul port drayage trucks and street sweepers. Its products and services are used for passenger cars; light-, medium-, and heavy-duty trucks; and horsepower, cryogenics, and hydrogen applications. Westport Fuel Systems Inc. markets its products primarily under the Cummins Westport, BRC, Westport, OMVL, Prins, GFi Control systems, Emer, Zavoli, TA Gas Technology, Valtek, and AFS brands. The company was formerly known as Westport Innovations Inc. and changed its name to Westport Fuel Systems Inc. in June 2016. Westport Fuel Systems Inc. was founded in 1995 and is headquartered in Vancouver, Canada.
NPI.TO	Northland Power Inc	10	1	0	clojure.lang.LazySeq@1bec18b3	clojure.lang.LazySeq@6d12f681	clojure.lang.LazySeq@1	Northland Power Inc., an independent power producer, develops, builds, owns, and operates clean and green power projects primarily in Canada and Europe. The company produces electricity from renewable resources, such as wind, solar, or hydro power, as well as clean burning natural gas and biomass for sale under power purchase agreements and other revenue arrangements. As of March 9, 2020, it owned or had economic interest in 2,429 megawatts (MW) of operating generating capacity and 399 MW of generating capacity under construction. The company was founded in 1987 and is headquartered in Toronto, Canada.
TRP.TO	Tc Energy Corp	9	11	5	clojure.lang.LazySeq@408e6aad	clojure.lang.LazySeq@fff7e481	clojure.lang.LazySeq@9d9b075	TC Energy Corporation operates as an energy infrastructure company in North America. It operates through Canadian Natural Gas Pipelines, U.S. Natural Gas Pipelines, Mexico Natural Gas Pipelines, Liquids Pipelines, and Power and Storage segments. The company builds and operates 92,600 km network of natural gas pipelines, which transports natural gas from supply basins to local distribution companies, power generation plants, industrial facilities, interconnecting pipelines, LNG export terminals, and other businesses. It also has regulated natural gas storage facilities with a total working gas capacity of 535 billion cubic feet. In addition, it has approximately 4,900 km of oil and liquids pipeline infrastructure that connects Alberta crude oil supplies to refining markets in Illinois, Oklahoma, Texas, and the U.S. Gulf Coast. Further, the company owns or has interests in 10 power generation facilities with a combined capacity of approximately 6,600 megawatts that are powered by natural gas and nuclear fuel sources located in Alberta, Ontario, Qu̩bec, New Brunswick and Arizona; and owns and operates approximately 118 billion cubic feet of unregulated natural gas storage capacity in Alberta. The company was formerly known as TransCanada Corporation and changed its name to TC Energy Corporation in May 2019. TC Energy Corporation was founded in 1951 and is headquartered in Calgary, Canada.
EIF.TO	Exchange Income Corp	9	2	0	clojure.lang.LazySeq@fca90b8f	clojure.lang.LazySeq@8ad63529	clojure.lang.LazySeq@1	Exchange Income Corporation engages in aerospace and aviation services and equipment, and manufacturing businesses worldwide. It operates through two segments, Aerospace & Aviation, and Manufacturing. The Aerospace & Aviation segment offers scheduled airline and charter services, and emergency medical services to communities located in Manitoba, Ontario, and Nunavut, as well as Newfoundland and Labrador, Quebec, New Brunswick, and Nova Scotia. It also provides after-market aircraft, engines, and component parts to regional airline operators; designs, modifies, maintains, and operates custom sensor equipped aircraft; and offers maritime surveillance and support services in Canada, the Caribbean, and the Middle East. In addition, this segment provides a range of pilot flight training services. The Manufacturing segment manufactures window wall systems primarily used in high-rise multi-family residential projects; stainless steel tanks, vessels, and processing equipment; heavy duty pressure washing and steam systems, commercial water recycling systems, and custom tanks for the transportation of oil, gasoline, and water products; precision parts and components primarily used in the aerospace and defense sector; and precision sheet metal and tubular products. This segment also focuses on the engineering, design, manufacture, and construction of communication infrastructure, as well as provision of technical services. Exchange Income Corporation is headquartered in Winnipeg, Canada.
NEPT.TO	Neptune Wellness Solutions Inc	9	0	0	clojure.lang.LazySeq@1fb70bd6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Neptune Wellness Solutions Inc. operates as an integrated health and wellness company. It builds a portfolio of lifestyle brands and consumer packaged goods products under the Forest Remedies and Ocean Remedies brands. The company offers turnkey product development and supply chain solutions to businesses and government customers in various health and wellness verticals, such as legal cannabis and hemp, nutraceuticals, and white label consumer packaged goods. It also provides extraction and purification services from cannabis and hemp biomass; raw material sourcing, formulation, quality control, and quality assurance primarily for omega-3 and hemp-derived ingredients under various delivery forms, such as soft gels, capsules, and liquids; and formulation and manufacturing solutions for value added product forms comprising tinctures, sprays, topicals, vapor products, and edibles and beverages. The company has a collaboration agreement with International Flavors & Fragrances Inc. to co-develop hemp-derived CBD products for the mass retail, and health and wellness markets. Neptune Wellness Solutions Inc. was founded in 1998 and is headquartered in Laval, Canada.
TA.TO	Transalta Corp	9	4	5	clojure.lang.LazySeq@4d6e5b9d	clojure.lang.LazySeq@869a120c	clojure.lang.LazySeq@7337a536	TransAlta Corporation operates as non-regulated electricity generation and energy marketing company in Canada, the United States, and Western Australia. It operates through Canadian Coal, U.S. Coal, Canadian Gas, Australian Gas, Wind and Solar, Hydro, and Energy Marketing segments. The company generates and markets electricity through various generation fuels, such as coal, natural gas, water, solar, and wind. It also engages in wholesale trading of electricity and other energy-related commodities and derivatives. The company operates facilities with approximately 8,385 megawatts of aggregate generating capacity. TransAlta Corporation was founded in 1909 and is headquartered in Calgary, Canada.
SU.TO	Suncor Energy Inc	9	13	6	clojure.lang.LazySeq@8ab7cc4c	clojure.lang.LazySeq@351e7b5	clojure.lang.LazySeq@f157d67b	Suncor Energy Inc. operates as an integrated energy company. The company primarily focuses on developing petroleum resource basins in Canada's Athabasca oil sands; explores, acquires, develops, produces, and markets crude oil in Canada and internationally; markets petroleum and petrochemical products under the Petro-Canada name primarily in Canada. It operates in Oil Sands; Exploration and Production; Refining and Marketing; and Corporate and Eliminations segments. The Oil Sands segment recovers bitumen from mining and in situ operations, and upgrades it into refinery feedstock and diesel fuel, or blends the bitumen with diluent for direct sale to market. The Exploration and Production segment is involved in offshore operations off the east coast of Canada and in the North Sea; and operating onshore assets in Libya and Syria. The Refining and Marketing segment refines crude oil and intermediate feedstock into various petroleum and petrochemical products; and markets refined petroleum products to retail, commercial, and industrial customers through its dealers, sales channel, other retail stations, and wholesale customers. The Corporate and Eliminations segment operates four wind farm operations in Ontario and Western Canada. The company also markets and trades in crude oil, natural gas, byproducts, refined products, and power. The company was formerly known as Suncor Inc. and changed its name to Suncor Energy Inc. in April 1997. Suncor Energy Inc. was founded in 1917 and is headquartered in Calgary, Canada.
PRMW.TO	Primo Water Corporation	9	2	2	clojure.lang.LazySeq@585caa76	clojure.lang.LazySeq@a23f3e61	clojure.lang.LazySeq@3841dd85	Primo Water Corporation provides home and office bottled water delivery and water filtration services in North America and Europe. It offers water dispensers, purified bottled water, and self-service refill drinking water; and coffee and tea, and sparkling water beverages from Sparkling Ice, as well as other premium water products. The company provides its services to residences, businesses, and small and large retailers. It serves approximately 2.5 million customers through its platform, sales and distribution facilities, and fleets, as well as through wholesalers and distributors. The company was formerly known as Cott Corporation and changed its name to Primo Water Corporation in March 2020. The company is based in Tampa, Florida.
SES.TO	Secure Energy Services Inc	9	19	4	clojure.lang.LazySeq@f447fa98	clojure.lang.LazySeq@f80a8243	clojure.lang.LazySeq@34783e58	Secure Energy Services Inc., an energy services company, provides specialized solutions to upstream oil and natural gas companies operating primarily in Western Canadian Sedimentary Basin and the United States. The company's Midstream Infrastructure division provides services, such as clean oil terminalling, rail transloading, pipeline transportation, marketing and custom treating of crude oil, produced and waste water disposal, oilfield waste processing, and purchase/resale of oil services through its full service terminals, rail facilities, crude oil pipelines, crude oil terminalling facilities, water disposal facilities, and landfills. Its Environmental Solutions division offers pipeline integrity projects; demolition, decommissioning, reclamation, and remediation of former well sites, facilities, and commercial and industrial properties; environmental construction projects; onsite integrated fluid solutions for water management, recycling, pumping, and storage; naturally occurring radioactive material management; waste container services; and emergency response services. The company's Technical Solutions division provides product solutions for drilling, completion, and production operations for oil and gas producers; and design and implementation of drilling fluid systems for producers drilling for oil, bitumen, and natural gas. This division also offers equipment and chemical solutions for chemicals and enhanced oil recovery line. Secure Energy Services Inc. is headquartered in Calgary, Canada.
CGY.TO	Calian Group Ltd	8	1	4	clojure.lang.LazySeq@b9979881	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@b14ac04b	Calian Group Ltd. provides services and solutions in the areas of advanced technologies, health, learning, and information technology (IT) in Canada, the United States, and Europe. The company's Advanced Technologies segment offers developed products and engineering solutions for software and product development, studies, requirements analysis, project management, engineered system and turnkey solutions, and training; and manufacturing services. This segment also provides communication systems and products for terrestrial and satellite networks; satellite gateways comprising aperture radio frequency antennas, and telemetry tracking and control, as well as software solutions for managing and monitoring networks; engineering and technical services for propulsion, electrical and electronic systems, computer and nuclear systems, naval architecture, and aerospace; and nuclear services to develop waste management and decommissioning solutions. Its Health segment offers primary care and occupational health services; and clinic management, healthcare practitioner support, and psychological assessment services. The company's Learning segment provides training services and solutions; and consulting services in emergency management, training, and advanced training technologies. This segment also offers Calian MaestroEDE, a tool for collective training exercises for military customers; and Calian ResponseReady, an online platform and simulation tool for emergency management training exercise delivery and evaluation. Its IT segment provides cloud migration, IT development, SAP consulting, and cyber security solutions, as well as IT support services. The company serves health, defense, security, aerospace, engineering, communication, nuclear, agriculture, IT, energy, and oil and gas industries. The company was formerly known as Calian Technologies Ltd. and changed its name to Calian Group Ltd. in April 2016. The company was founded in 1982 and is headquartered in Ottawa, Canada.
CU.TO	Canadian Utilities Ltd Cl.A NV	8	3	6	clojure.lang.LazySeq@d91de9af	clojure.lang.LazySeq@168e2681	clojure.lang.LazySeq@f3e8a7cf	Canadian Utilities Limited and its subsidiaries engage in the electricity, pipelines and liquids, and retail energy businesses worldwide. It operates through Electricity, Pipelines & Liquids, and Corporate & Other segments. The Electricity segment provides electricity generation, transmission, and distribution; and related infrastructure solutions in Alberta, Ontario, the Yukon, the Northwest Territories, in Canada, as well as in Australia and Mexico. The Pipelines & Liquids segment offers integrated natural gas transmission, distribution, and storage; industrial water solutions; and related infrastructure development throughout Alberta and the Lloydminster area of Saskatchewan in Canada, as well as Western Australia and Mexico. It owns and operates approximately 9,100 kilometers of natural gas pipelines, 16 compressor sites, approximately 3,700 receipt and delivery points, and a salt cavern storage peaking facility located near Fort Saskatchewan, Alberta in Canada. The Corporate & Other segment retails electricity and natural gas. The company was incorporated in 1927 and is headquartered in Calgary, Canada. Canadian Utilities Limited is a subsidiary of ATCO Ltd.
