Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
SOCLF,PHAROS ENERGY PLC,Pink Current,0.278000,,0,Foreign Ordinary Shares,United Kingdom,
CTAGF,CAPITA GROUP PLC,Pink Current,0.672500,,0,Foreign Ordinary Shares,United Kingdom,England
CTAGY,CAPITA PLC UNSP/ADR,Pink Current,2.570000,,0,ADRs,United Kingdom,England
HALMY,HALMA PLC UNSP/ADR,Pink Current,65.460000,,4,ADRs,United Kingdom,
HLMAF,HALMA PLC,Pink Current,33.583233,4.612400,1308,Foreign Ordinary Shares,United Kingdom,
INCPY,INCHCAPE PLC SPNS/ADR,Pink Current,8.420000,,0,ADRs,United Kingdom,England
VTXPF,VICTRIX PLC,Pink Current,31.650000,7.106600,300,Foreign Ordinary Shares,United Kingdom,
OXINF,OXFORD INSTRUMENTS,Pink Current,21.350000,,0,Foreign Ordinary Shares,United Kingdom,
AIVAF,AVIVA PLC ORD,Pink Current,4.520000,,0,Foreign Ordinary Shares,United Kingdom,
AVIPF,AVIVA PLC 8 3/8 IRED PREF,Pink Current,0.000000,,0,Preferred Stock,United Kingdom,
AVVIY,AVIVA PLC ADR,Pink Current,8.970000,1.585500,47851,ADRs,United Kingdom,
BAFBF,BALFOUR BEATTY PLC,Pink Current,3.240000,,0,Foreign Ordinary Shares,United Kingdom,England
BAFYY,BALFOUR BEATTY S/ADR,Pink Current,7.382000,0.847000,914,ADRs,United Kingdom,England
DLGNF,DIALOG SEMICNDCTR ORD,Pink Current,50.180000,-0.633700,195,Foreign Ordinary Shares,United Kingdom,
IQEPF,IQE PLC ORD,Pink Current,0.940000,84.241500,275,Foreign Ordinary Shares,United Kingdom,
SEGXF,SEGRO PLC REIT ORD,Pink Current,12.380000,,0,Foreign Ordinary Shares,United Kingdom,
MEGGF,MEGGITT PLC,Pink Current,6.210000,,4,Foreign Ordinary Shares,United Kingdom,
MEGGY,MEGGITT PLC UNSP/ADR,Pink Current,12.100000,5.171700,275,ADRs,United Kingdom,
MCRUF,MORGAN ADVANCED MTRLS ORD,Pink Current,4.040000,,0,Foreign Ordinary Shares,United Kingdom,
CBGPY,CLOSE BROS GRP UNSP/ADR,Pink Current,37.330000,0.511600,1813,ADRs,United Kingdom,England
TWODF,TAYLOR WIMPLEY PLC ORD,Pink Current,2.190000,,0,Foreign Ordinary Shares,United Kingdom,
TWODY,TAYLOR WIMPEY UNSP/ADR,Pink Current,23.300000,6.733900,302,ADRs,United Kingdom,
CUKPF,CARNIVAL PLC,Pink Current,17.800000,-0.168300,228,Foreign Ordinary Shares,United Kingdom,
EMYIF,EUROMONEY INSTL INVESTOR,Pink Current,10.410000,,0,Foreign Ordinary Shares,United Kingdom,
GENSF,GENUS PLC ORD,Pink Current,54.000000,,0,Foreign Ordinary Shares,United Kingdom,
HMSNF,HAMMERSON PLC NEW,Pink Current,0.355000,,0,Foreign Ordinary Shares,United Kingdom,
EJTTF,EASYJET PLC ORD,Pink Current,11.290000,,0,Foreign Ordinary Shares,United Kingdom,
SXGAF,SCAPA GROUP PLC,Pink Current,2.120000,,0,Foreign Ordinary Shares,United Kingdom,
SMGKF,SMITHS GROUP PLC,Pink Current,21.050000,,0,Foreign Ordinary Shares,United Kingdom,England
SMGZY,SMITHS GROUP PLC S/ADR,Pink Current,20.960000,-0.616400,17789,ADRs,United Kingdom,England
LDNXF,LONDON STOCK EXCH LTD,Pink Current,120.150000,-0.061900,2141,Foreign Ordinary Shares,United Kingdom,
LNSTY,LONDON STOCK EX UNSP/ADR,Pink Current,30.530000,0.725800,120835,ADRs,United Kingdom,
BTDPF,BARRATT DEVELOPMENT PLC,Pink Current,8.850000,,900,Foreign Ordinary Shares,United Kingdom,
BTDPY,BARRATT DEV PLC UNSP/ADR,Pink Current,18.050000,0.557100,2509,ADRs,United Kingdom,
PHPRF,PRIMARY HEALTH PROPERTIES,Pink Current,1.889500,,0,Foreign Ordinary Shares,United Kingdom,
SHNWF,SCHRODERS PLC ORD VTG SHS,Pink Current,42.450000,,16,Foreign Ordinary Shares,United Kingdom,
EENEF,ELECTROCOMPONENTS,Pink Current,8.510000,,0,Foreign Ordinary Shares,United Kingdom,
EENEY,ELECTROCOMPONENTS UNS/ADR,Pink Current,39.590000,,0,ADRs,United Kingdom,
HNTIF,HUNTING GROUP PLC ORD,Pink Current,2.700000,,0,Foreign Ordinary Shares,United Kingdom,
HNTIY,HUNTING GROUP UNSP/ADR,Pink Current,3.120000,,0,ADRs,United Kingdom,
SUGVF,SURGICAL INNOVATIONS GRP,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
WTBCF,WHITBREAD PLC,Pink Current,43.490000,,2125,Foreign Ordinary Shares,United Kingdom,
WTBDY,WHITBREAD PLC SPNS/ADR,Pink Current,10.795000,-1.325400,6697,ADRs,United Kingdom,
SCGPY,SERCO GROUP PLC SP/ADR,Pink Current,1.780000,15.960900,200,ADRs,United Kingdom,
SECCF,SERCO GROUP PLC ORD,Pink Current,1.570000,,1,Foreign Ordinary Shares,United Kingdom,
MPGPF,PAGEGROUP PLC,Pink Current,5.770000,,0,Foreign Ordinary Shares,United Kingdom,
MPGPY,PAGEGROUP PLC S/ADR,Pink Current,10.950000,,0,ADRs,United Kingdom,
SEPJF,SPECTRIS PLC,Pink Current,40.269000,8.600300,413,Foreign Ordinary Shares,United Kingdom,England
SEPJY,SPECTRIS PLC UNSP/ADR,Pink Current,14.770000,,0,ADRs,United Kingdom,England
SVPLF,KIN & CARTA PLC,Pink Current,0.661635,,0,Foreign Ordinary Shares,United Kingdom,
PSDMF,GAMING REALMS PLC,Pink Current,0.275000,7.843100,3000,Foreign Ordinary Shares,United Kingdom,
TUWLF,TULLOW OIL PLC ORD (UK),Pink Current,0.447500,0.000000,1155,Foreign Ordinary Shares,United Kingdom,
TUWOY,TULLOW OIL PLC UNSP/ADR,Pink Current,0.187000,1.630400,2310,ADRs,United Kingdom,
GWPRF,GW PHARMS PLC,Pink Current,9.030000,-9.609600,1310,Foreign Ordinary Shares,United Kingdom,
CLTFF,CELTIC PLC,Pink Current,1.420000,,0,Foreign Ordinary Shares,United Kingdom,
BTGOF,BT GROUP PLC GBP,Pink Current,1.852400,1.224000,162730,Foreign Ordinary Shares,United Kingdom,
IGGHY,IG GROUP HLDGS PLC S/ADR,Pink Current,10.800000,,0,ADRs,United Kingdom,
BCKIF,BABCOCK INTL GROUP PLC,Pink Current,4.080000,-0.088200,3490,Foreign Ordinary Shares,United Kingdom,
BCKIY,BABCOCK INTL GRP UNSP/ADR,Pink Current,4.000000,-48.387100,430,ADRs,United Kingdom,
HWTFF,HUNTSWORTH PLC ORD,Pink Current,1.180000,,0,Foreign Ordinary Shares,United Kingdom,
JSVGF,JOHNSON SERVICE GRP PLC,Pink Current,1.177333,,0,Foreign Ordinary Shares,United Kingdom,
BBLR,BUBBLR INC,Pink Current,2.295000,2.000000,753,Common Stock,United Kingdom,
CPYYF,CENTRICA PLC ORD,Pink Current,0.574000,-2.047800,10000,Foreign Ordinary Shares,United Kingdom,
CPYYY,CENTRICA PLC S/ADR,Pink Current,2.320000,2.202600,10058,ADRs,United Kingdom,
CRPLF,CAPITAL & REGIONAL  PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
PSMMF,PERSIMMON ORD,Pink Current,34.750000,,137,Foreign Ordinary Shares,United Kingdom,
PSMMY,PERSIMMON PLC UNSP/ADR,Pink Current,73.760000,-0.860200,6580,ADRs,United Kingdom,
IKTSF,INTERTEK GROUP PLC ORD,Pink Current,80.075000,4.810200,179,Foreign Ordinary Shares,United Kingdom,England
IKTSY,INTERTEK GROUP UNSP/ADR,Pink Current,81.630000,4.386200,4470,ADRs,United Kingdom,England
WDGJF,WOOD GROUP JOHN PLC,Pink Current,4.170000,,0,Foreign Ordinary Shares,United Kingdom,
CMGMF,CHEMRING GRP PLC,Pink Current,3.300000,,0,Foreign Ordinary Shares,United Kingdom,
CMGMY,CHEMRING GRP PLC UNSP/ADR,Pink Current,3.260000,,0,ADRs,United Kingdom,
ISVJF,INTERSERVE PLC,Pink Current,0.000101,,0,Foreign Ordinary Shares,United Kingdom,
IVTJF,INVESTEC PLC,Pink Current,2.470000,,0,Foreign Ordinary Shares,United Kingdom,
VCEX,VACCEX INC,Pink Current,0.325000,,0,Common Stock,United Kingdom,
WIMHF,WILLIAM HILL PLC,Pink Current,3.600000,-2.702700,4057,Foreign Ordinary Shares,United Kingdom,
WIMHY,WILLIAM HILL PLC UNSP/ADR,Pink Current,14.530000,0.449400,21728,ADRs,United Kingdom,
CGGGF,COATS GROUP PLC ORD,Pink Current,0.940000,,0,Foreign Ordinary Shares,United Kingdom,England
GPGRF,COATS GROUP PLC CDI,Pink Current,1.130000,,0,Other Security Type,United Kingdom,England
MBPFF,MITCHELLS & BUTLERS ORD,Pink Current,3.300000,,0,Foreign Ordinary Shares,United Kingdom,
BLWYY,BELLWAY PLC UNSP/ADR,Pink Current,38.150000,,0,ADRs,United Kingdom,
MITFY,MITIE GROUP PLC UNSP/ADR,Pink Current,2.200000,0.000000,66108,ADRs,United Kingdom,
BYPLF,BODYCOTE PLC ORD,Pink Current,9.500000,,0,Foreign Ordinary Shares,United Kingdom,
CSPLF,COUNTRYSIDE PROPERTIES,Pink Current,5.537200,,0,Foreign Ordinary Shares,United Kingdom,
KLRGF,KELLER GROUP PLC ORD,Pink Current,8.250000,,0,Foreign Ordinary Shares,United Kingdom,
STJPF,ST JAMES PLACE CAP,Pink Current,15.290000,-0.228400,5337,Foreign Ordinary Shares,United Kingdom,
RITPF,RIT CAP PARTNERS PLC ORD,Pink Current,28.060000,,144,Foreign Ordinary Shares,United Kingdom,England
CLIHF,CLS HOLDINGS PLC ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
STGAF,STERLING ENERGY PLC,Pink Current,0.155000,,0,Foreign Ordinary Shares,United Kingdom,
RNSHF,RENISHAW PLC,Pink Current,71.000000,,0,Foreign Ordinary Shares,United Kingdom,
JUBPF,JUBILEE METALS GRP PLC,Pink Current,0.157000,3.973500,49900,Foreign Ordinary Shares,United Kingdom,
RGPMF,ENWELL ENERGY PLC,Pink Current,0.187600,,0,Foreign Ordinary Shares,United Kingdom,
LDSCY,LAND SECS GRP UNSP/ADR,Pink Current,9.550000,,0,ADRs,United Kingdom,England
LSGOF,LAND SECURITIES GRP NEW,Pink Current,9.265000,,0,Foreign Ordinary Shares,United Kingdom,England
BRLAF,BRITISH LAND ORD,Pink Current,6.500000,,0,Foreign Ordinary Shares,United Kingdom,
BTLCY,BRITISH LAND CO S/ADR,Pink Current,6.745000,1.276300,25397,ADRs,United Kingdom,
LGLBF,GOLD BULLION SECS NTS2004,Pink Current,171.290000,,0,Other Security Type,United Kingdom,England
ICGUF,INTERMEDIATE CAP GRP NEW,Pink Current,16.170000,,0,Foreign Ordinary Shares,United Kingdom,
SQZZF,SERICA ENERGY PLC,Pink Current,1.600000,,0,Foreign Ordinary Shares,United Kingdom,
ITVPF,ITV PLC ORD SHS,Pink Current,1.432800,,0,Foreign Ordinary Shares,United Kingdom,
ITVPY,ITV PLC UNSP/ADR,Pink Current,14.370000,,229,ADRs,United Kingdom,
VNHLF,ZEPHYR ENERGY PLC,Pink Current,0.009000,,0,Foreign Ordinary Shares,United Kingdom,England
ATRBF,ATRIUM EUROPEAN RE,Pink Current,3.030000,,0,Foreign Ordinary Shares,United Kingdom,
AVNBF,AVON RUBBER PLC,Pink Current,54.260000,,0,Foreign Ordinary Shares,United Kingdom,
GHGUF,GO-AHEAD GROUP PLC ORD,Pink Current,13.000000,,0,Foreign Ordinary Shares,United Kingdom,
GHGUY,GO-AHEAD GRP UNSP/ADR,Pink Current,11.997770,,0,ADRs,United Kingdom,
DWVYF,DERWENT VALLEY HLDGS ORD,Pink Current,41.378100,,0,Foreign Ordinary Shares,United Kingdom,
ASOMF,ASOS PLC ORD,Pink Current,64.976400,,0,Foreign Ordinary Shares,United Kingdom,
ASOMY,ASOS PLC UNSP/ADR,Pink Current,63.680000,3.969900,2726,ADRs,United Kingdom,
BKGFY,BERKELEY GRP HLD UNSP/ADR,Pink Current,63.579900,7.344100,702,ADRs,United Kingdom,
COIHF,CRODA INTL PLC NEW,Pink Current,84.650000,,0,Foreign Ordinary Shares,United Kingdom,
COIHY,CRODA INTL UNSP/ADR,Pink Current,43.070000,-1.102200,1330,ADRs,United Kingdom,
BWLVF,BOWLEVEN PLC ORD,Pink Current,0.057500,,0,Foreign Ordinary Shares,United Kingdom,
HLFDF,HALFORDS GROUP PLC ORD,Pink Current,2.060000,,0,Foreign Ordinary Shares,United Kingdom,
HLFDY,HALFORDS GROUP UNSP/ADR,Pink Current,6.880000,,0,ADRs,United Kingdom,
PLHCF,PLANT HEALTH CARE PLC ORD,Pink Current,0.155000,,0,Foreign Ordinary Shares,United Kingdom,
AMIGF,ADMIRAL GROUP PLC ORD,Pink Current,38.000000,,0,Foreign Ordinary Shares,United Kingdom,
AMIGY,ADMIRAL GRP PLC UNSP/ADR,Pink Current,39.400000,,0,ADRs,United Kingdom,
MCFUF,MICRO FOCUS INTL PLC NEW,Pink Current,6.140000,-4.062500,248,Foreign Ordinary Shares,United Kingdom,
CPWHF,CERES POWER HLDGS PLC,Pink Current,15.750000,2.372400,12254,Foreign Ordinary Shares,United Kingdom,England
KZMYF,KAZAKHMYS LTD,Pink Current,8.350000,,0,Foreign Ordinary Shares,United Kingdom,
KZMYY,KAZ MINERALS PLC UNSP/ADR,Pink Current,4.450000,-0.669600,3082,ADRs,United Kingdom,
HKMPF,HIKMA PHARMACEUTICALS PLC,Pink Current,33.193700,,80,Foreign Ordinary Shares,United Kingdom,England
HKMPY,HIKMA PHARMS PLC S/ADR,Pink Current,68.530000,,0,ADRs,United Kingdom,England
DRXGY,DRAX GROUP UNSP/ADR,Pink Current,7.000000,,0,ADRs,United Kingdom,
BTVCF,BRITVIC PLC ORD,Pink Current,10.750000,1.895700,6613,Foreign Ordinary Shares,United Kingdom,England
LCSHF,LANCASHIRE HLDGS LTD ORD,Pink Current,9.470000,,0,Foreign Ordinary Shares,United Kingdom,England
LCSHY,LANCASHIRE HLDGS LTD ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,England
QNTQF,QINETIQ GROUP PLC ORD,Pink Current,3.920000,,0,Foreign Ordinary Shares,United Kingdom,
QNTQY,QINETIQ GROUP PLC ADR,Pink Current,15.780000,,0,ADRs,United Kingdom,
RNUGF,RENEURON GROUP PLC NEW,Pink Current,1.000000,,0,Foreign Ordinary Shares,United Kingdom,
IERNF,ISHARES PLC ETF IRELAND,Pink Current,28.974500,,0,Structured Product,United Kingdom,England
IHRMF,ISHARES MSCI JPN ORD,Pink Current,16.896500,1.073800,47799,Structured Product,United Kingdom,England
IIREF,ISHARES MSCI WORLD ORD,Pink Current,55.918000,,0,Structured Product,United Kingdom,England
IREMF,ISHARES MSCI ORD IRELAND,Pink Current,48.836100,,0,Structured Product,United Kingdom,England
ISEXF,ISHARES MSCI AC FAR EAST,Pink Current,68.241700,,0,Structured Product,United Kingdom,England
OXFCF,VELOCYS PLC ORD,Pink Current,0.085000,,0,Foreign Ordinary Shares,United Kingdom,
OPYGY,PJSC POLYUS SPNS/ADR,Pink Current,105.000000,8.013600,1502,ADRs,United Kingdom,
RTMVF,RIGHTMOVE PLC ORD,Pink Current,8.441600,,0,Foreign Ordinary Shares,United Kingdom,
RTMVY,RIGHTMOVE PLC UNSP/ADR,Pink Current,18.125000,1.597500,61505,ADRs,United Kingdom,
SLFPF,STANDARD LIFE AB PLC NEW,Pink Current,3.750000,-3.846200,200,Foreign Ordinary Shares,United Kingdom,
SLFPY,STANDARD LFE ABDN UNSPADR,Pink Current,15.250000,,0,ADRs,United Kingdom,
ASLRF,ALIEN METALS LTD,Pink Current,0.017000,17.241400,27000,Foreign Ordinary Shares,United Kingdom,England
AMNZF,AMBRIAN PLC ORD,Pink Current,0.001300,,0,Foreign Ordinary Shares,United Kingdom,England
ITCFY,INVESTEC LTD UNSP/ADR,Pink Current,5.050000,,0,ADRs,United Kingdom,
EBQZF,WISDOMTREE  ALL COMMODITI,Pink Current,6.720600,,0,Structured Product,United Kingdom,England
ETSYF,WISDOMTREE SECS CORN ETF,Pink Current,0.480000,,0,Structured Product,United Kingdom,England
HCHDF,HOCHSCHILD MNG PLC ORD,Pink Current,2.840000,4.719800,51490,Foreign Ordinary Shares,United Kingdom,
BBAVF,SIGNATURE AVIATION PLC,Pink Current,4.000000,12.676100,12041,Foreign Ordinary Shares,United Kingdom,England
BBAVY,SIGNATURE AVITN UNSP/ADR,Pink Current,20.310000,57.968400,7043,ADRs,United Kingdom,England
CRNCY,CAIRN ENERGY UNSP/ADR,Pink Current,4.525600,2.158000,1454,ADRs,United Kingdom,
GRPTY,GETLINK SE UNSP/ADR,Pink Current,30.800000,,0,ADRs,United Kingdom,
PZCUY,PZ CUSSONS PLC UNSP/ADR,Pink Current,5.620000,,0,ADRs,United Kingdom,England
SHMCF,RENEWI PLC ORD,Pink Current,0.519700,,4,Foreign Ordinary Shares,United Kingdom,
FPLPF,PROVIDENT FINCL PLC ORD,Pink Current,1.932200,,0,Foreign Ordinary Shares,United Kingdom,
FPLPY,PROVIDENT FINCL PLC S/ADR,Pink Current,3.770000,,0,ADRs,United Kingdom,
PFODF,PREMIER FOODS PLC ORD,Pink Current,1.175000,,0,Foreign Ordinary Shares,United Kingdom,
PRRFY,PREMIER FOODS UNSP/ADR,Pink Current,6.250000,-2.648000,1026,ADRs,United Kingdom,
TGOPF,3I GROUP ORD,Pink Current,15.700000,,164,Foreign Ordinary Shares,United Kingdom,
TGOPY,3I GROUP PLC UNSP/ADR,Pink Current,7.690000,-2.411200,4829,ADRs,United Kingdom,
IFJPY,INFORMA PLC S/ADR,Pink Current,14.790000,0.612200,45748,ADRs,United Kingdom,
RBGLY,RECKITT BENCKISR GP S/ADR,Pink Current,17.720000,-0.672600,211051,ADRs,United Kingdom,
RBGPF,RECKITT BENCKISER GRP ORD,Pink Current,88.000000,0.142200,3137,Foreign Ordinary Shares,United Kingdom,
DPUKY,DOMINOS PIZZA U&I UNS/ADR,Pink Current,9.100000,2.132400,1109,ADRs,United Kingdom,
SDIPF,FRASERS GROUP PLC,Pink Current,4.010000,,0,Foreign Ordinary Shares,United Kingdom,
SLNCF,SILENCE THERAPEUTICS ORD,Pink Current,6.200000,,0,Foreign Ordinary Shares,United Kingdom,
ITEGY,HYVE GROUP PLC UNSP/ADR,Pink Current,1.510000,-6.211200,240,ADRs,United Kingdom,England
ITEPF,HYVE GROUP PLC NEW,Pink Current,1.533205,,0,Foreign Ordinary Shares,United Kingdom,England
ROXIF,CASPIAN SUNRISE PLC ORD,Pink Current,0.027700,,0,Foreign Ordinary Shares,United Kingdom,
DIALF,DIALIGHT PLC ORD,Pink Current,3.270000,,0,Foreign Ordinary Shares,United Kingdom,England
RCKHF,ROCKHOPPER EXPL PLC ORD,Pink Current,0.085000,-5.555600,2500,Foreign Ordinary Shares,United Kingdom,
FNLPF,FRESNILLO PLC ORD,Pink Current,16.235000,3.177600,70121,Foreign Ordinary Shares,United Kingdom,England
IOFNF,IOFINA PLC ORD,Pink Current,0.160000,,0,Foreign Ordinary Shares,United Kingdom,
LRSV,LINK RESERVATIONS INC,Pink Current,0.034500,65.071800,3272075,Common Stock,United Kingdom,
SMWPY,SMITHS NEWS  PLC UNSP/ADR,Pink Current,4.130000,,0,ADRs,United Kingdom,
MONDF,MONDI PLC ORD,Pink Current,24.290000,,342,Foreign Ordinary Shares,United Kingdom,
MONDY,MONDI PLC UNSP/ADR,Pink Current,48.840000,0.742600,3494,ADRs,United Kingdom,
JZCLF,JZ CAP PTNRS LTD ORD,Pink Current,1.210000,,0,Foreign Ordinary Shares,United Kingdom,England
AJMPF,ASHMORE GROUP PLC ORD,Pink Current,5.900000,8.058600,750,Foreign Ordinary Shares,United Kingdom,
SVLLY,SAVILLS PLC UNSP/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,England
SVLPF,SAVILLS PLC ORD,Pink Current,12.990000,,0,Foreign Ordinary Shares,United Kingdom,England
IHSEF,ISHARES PLC ORD SHS,Pink Current,23.100000,,0,Structured Product,United Kingdom,England
IHSXF,ISHARES PLC MSCI NA FD,Pink Current,63.418000,,0,Structured Product,United Kingdom,England
ITBFF,ISHARES PLC USD TR BD FND,Pink Current,134.552700,0.007400,1216,Structured Product,United Kingdom,England
UEHPY,ULTRA ELECT HLDG UNSP/ADR,Pink Current,13.915000,,0,ADRs,United Kingdom,
MRWSF,MORRISON W SPRMRKT PLC,Pink Current,2.485000,,0,Foreign Ordinary Shares,United Kingdom,
MRWSY,WM MORRISON UNSP/ADR,Pink Current,12.140000,1.058000,35493,ADRs,United Kingdom,
SLLFF,GUSBOURNE PLC ORD,Pink Current,0.695000,,0,Foreign Ordinary Shares,United Kingdom,
OIGLF,CHARIOT OIL & GAS LTD,Pink Current,0.110000,,0,Foreign Ordinary Shares,United Kingdom,
BBRYF,BURBERRY GROUP PLC,Pink Current,24.827300,0.312300,25836,Foreign Ordinary Shares,United Kingdom,
BURBY,BURBERRY GROUP PLC S/ADR,Pink Current,24.770000,-1.589200,29242,ADRs,United Kingdom,
BSEAF,BRAEMAR SHIPPING SRVS ORD,Pink Current,2.171158,3.926400,10994,Foreign Ordinary Shares,United Kingdom,
NBRNF,NBROWN GROUP PLC ORD,Pink Current,0.822600,,0,Foreign Ordinary Shares,United Kingdom,
ISHOF,ISHARES III PLC SHS,Pink Current,73.977000,1.195000,130,Structured Product,United Kingdom,England
ISSIF,ISHARES III PLC USD ORD,Pink Current,184.812400,2.622200,194,Structured Product,United Kingdom,England
IZIZF,ISHARES III PLC ACCUM,Pink Current,41.350000,,39,Structured Product,United Kingdom,England
ABCZF,ABCAM PLC ORD,Pink Current,19.494100,3.806900,1000,Foreign Ordinary Shares,United Kingdom,England
SEPGF,SUPERGROUP PLC ORD,Pink Current,3.080000,,0,Foreign Ordinary Shares,United Kingdom,
SEPGY,SUPERDRY PLC UNSP/ADR,Pink Current,3.575000,,0,ADRs,United Kingdom,
ENQUF,ENQUEST PLC ORD,Pink Current,0.195000,39.285700,301,Foreign Ordinary Shares,United Kingdom,
TKTCY,TALKTALK TELECOM GRP ADR,Pink Current,6.800000,,0,ADRs,United Kingdom,
TLKTF,TALK TALK TELECOM GRP ORD,Pink Current,1.250000,,0,Foreign Ordinary Shares,United Kingdom,
LSLPF,LSL PROPERTY SVCS PLC ORD,Pink Current,2.870000,,0,Foreign Ordinary Shares,United Kingdom,
CLIUF,CITY OF LONDON INVST GRP,Pink Current,5.131230,,0,Foreign Ordinary Shares,United Kingdom,
IMIAF,IMI  PLC ORD,Pink Current,15.300000,,0,Foreign Ordinary Shares,United Kingdom,
IMIAY,IMI PLC S/ADR,Pink Current,31.690000,10.610800,135,ADRs,United Kingdom,
FDRVF,FIRST DERIVATIVES PLC,Pink Current,40.800000,4.157900,101,Foreign Ordinary Shares,United Kingdom,
OCDDY,OCADO GROUP PLC SPNS/ADR,Pink Current,61.310000,-2.867600,5450,ADRs,United Kingdom,
OCDGF,OCADO GROUP PLC,Pink Current,30.370000,-1.715200,1347,Foreign Ordinary Shares,United Kingdom,
TPRKY,TRAVIS PERKINS PLC S/ADR,Pink Current,16.300000,,0,ADRs,United Kingdom,England
TVPKF,TRAVIS PERKINS PLC,Pink Current,18.150000,,0,Foreign Ordinary Shares,United Kingdom,England
POFCF,PETROFAC LTD ORD,Pink Current,2.000000,,0,Foreign Ordinary Shares,United Kingdom,
POFCY,PETROFAC LTD UNSP/ADR,Pink Current,1.080000,,0,ADRs,United Kingdom,
WMGPF,WILLIAMS GP WAN GER ORD,Pink Current,23.000000,,0,Foreign Ordinary Shares,United Kingdom,
SPXSF,SPIRAX SARCO ORD NEW,Pink Current,155.450000,,0,Foreign Ordinary Shares,United Kingdom,England
HGRVF,HARGREAVES SERVICES ORD,Pink Current,2.861500,,0,Foreign Ordinary Shares,United Kingdom,
GEGYF,GENEL ENERGY PLC ORD,Pink Current,2.000000,10.497200,3000,Foreign Ordinary Shares,United Kingdom,England
GEGYY,GENEL ENERGY PLC UNSP/ADR,Pink Current,1.410000,,0,ADRs,United Kingdom,England
HUMRF,HUMMINGBIRD RES LTD ORD,Pink Current,0.375000,0.000000,8750,Foreign Ordinary Shares,United Kingdom,England
CCNTF,CONCENTRIC AB ORD,Pink Current,12.580000,,0,Foreign Ordinary Shares,United Kingdom,
HRGLF,HARGREAVES LANSDOWN ORD,Pink Current,17.424700,,0,Foreign Ordinary Shares,United Kingdom,
HRGLY,HARGREAVES LANSDOWN ADR,Pink Current,38.638000,,57,ADRs,United Kingdom,
HWDJF,HOWDEN JOINERY GRP ORD,Pink Current,9.269600,,0,Foreign Ordinary Shares,United Kingdom,England
HWDJY,HOWDEN JOINERY UNSP/ADR,Pink Current,37.500000,2.263400,600,ADRs,United Kingdom,England
ABBAF,ABERDEEN ASIAN INCOME FUN,Pink Current,1.920000,,0,Foreign Ordinary Shares,United Kingdom,England
EUSP,EUROSITE POWER INC,Pink Current,0.062500,,0,Common Stock,United Kingdom,
ARGQ,ARGENTUM 47 INC,Pink Current,0.001900,-5.000000,400000,Common Stock,United Kingdom,England
HVPQF,HARBOURVEST GLBL PRVT A,Pink Current,24.290159,,0,Foreign Ordinary Shares,United Kingdom,
DIISY,DIRECT LINE UNSP/ADR,Pink Current,16.910000,5.358300,200,ADRs,United Kingdom,England
WPPGF,WPP PLC ORD NEW,Pink Current,10.390000,,0,Foreign Ordinary Shares,United Kingdom,
AWLCF,AWILCO DRILLING LTD,Pink Current,0.510000,,0,Foreign Ordinary Shares,United Kingdom,Scotland
IGESF,IGAS ENERGY PLC NEW ORD,Pink Current,0.150000,,0,Foreign Ordinary Shares,United Kingdom,
DEVOY,DEVRO PLC UNSP/ADR,Pink Current,4.490000,,0,ADRs,United Kingdom,Scotland
ELMTY,ELEMENTIS PLC UNSP/ADR,Pink Current,3.160000,,0,ADRs,United Kingdom,England
GRPEF,GRAPHENE NANOCHEM PLC,Pink Current,0.040000,,0,Foreign Ordinary Shares,United Kingdom,England
ROYMF,ROYAL MAIL PLC ORD,Pink Current,4.600000,,0,Foreign Ordinary Shares,United Kingdom,
ROYMY,ROYAL MAIL PLC UNSP/ADR,Pink Current,9.300000,-0.321500,478,ADRs,United Kingdom,
NEBLQ,NOBLE CORPORATION PLC ORD,Pink Current,0.029500,-1.993400,2132241,Common Stock,United Kingdom,England
PXAMF,LOCATION SCIENCES GRP NEW,Pink Current,0.006000,,0,Foreign Ordinary Shares,United Kingdom,England
WISKF,WEISS KOREA OPPTY FD ORD,Pink Current,2.760000,,10,Foreign Ordinary Shares,United Kingdom,England
CFEGF,CHINA NONFERROUS GLD ORD,Pink Current,0.142500,,0,Foreign Ordinary Shares,United Kingdom,
SGSPF,SSGA SPDR ETFS EUR I EXCH,Pink Current,51.319200,,0,ETFs,United Kingdom,
SSDRF,SSGA SPDR ETFS EUROPE I,Pink Current,67.850000,0.712500,4816,Structured Product,United Kingdom,
SSEEF,SSGA SPDR ETFS EUR I PLC,Pink Current,59.600000,1.774700,2347,Structured Product,United Kingdom,
SSWRF,SSGA SPDR ETFS1 ETF,Pink Current,18.480500,,0,ETFs,United Kingdom,
FXTGY,FOXTONS GROUP PLC ADR,Pink Current,1.315000,9.583300,4000,ADRs,United Kingdom,England
DNLMY,DUNELM GROUP PLC U/ADR,Pink Current,15.050000,,0,ADRs,United Kingdom,England
SPPGF,STOCK SPIRITS GROUP ORD,Pink Current,3.150000,,0,Foreign Ordinary Shares,United Kingdom,
