symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
FWONA	Liberty Media F1 Series A	0	0	0	#{}	#{}	#{}	Formula One Group engages in the motorsports business. It holds commercial rights for the world championship, a motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.
VSPR	Vesper Healthcare Acquisition Corp. Cl A	0	0	0	#{}	#{}	#{}	Vesper Healthcare Acquisition Corp. focuses effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in Miami Beach, Florida.
FVAM	501 Acquisition Corp. Cl A	0	0	0	#{}	#{}	#{}	5:01 Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in San Francisco, California.
FTOCU	Ftac Olympus Acquisition Corp	0	0	0	#{}	#{}	#{}	FTAC Olympus Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Philadelphia, Pennsylvania.
VSPRU	Vesper Healthcare Acquisition Corp	0	0	0	#{}	#{}	#{}	Vesper Healthcare Acquisition Corp. focuses effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in Miami Beach, Florida.
SPT	Sprout Social Inc Cl A	0	0	0	#{}	#{}	#{}	Sprout Social, Inc. designs, develops, and operates a web-based social media management tool in Americas, EMEA, and the Asia Pacific. The company offers cloud software that brings together social messaging, data, and workflows in a unified system of record, intelligence, and action. It provides various integrated tools in a range of functions comprising social engagement/response, publishing, reporting and analytics, social listening and business intelligence, reputation management, employee advocacy, and automation and workflows. The company's tools serves a range of use-cases within its customers' organizations, including social and community management, public relations, marketing, customer service, sales and customer acquisition, recruiting and hiring, product development, and business strategy. It also offers professional services, which primarily consist of consulting and training services. The company serves approximately 23,000 customers across small-and-medium-sized businesses, mid-market companies, enterprises, and marketing agencies, as well as government, non-profit, and educational institutions. Sprout Social, Inc. was founded in 2010 and is headquartered in Chicago, Illinois.
FTOC	Ftac Olympus Acquisition Corp Cl A	0	0	0	#{}	#{}	#{}	FTAC Olympus Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Philadelphia, Pennsylvania.
SRAC	Stable Road Acquisition Corp Cl A	0	0	0	#{}	#{}	#{}	Stable Road Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis industry. The company was founded in 2019 and is based in Venice, California.
SRACU	Stable Road Acquisition Corp	0	0	0	#{}	#{}	#{}	Stable Road Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis industry. The company was founded in 2019 and is based in Venice, California.
FTIVU	Fintech Acquisition Corp. IV	0	0	0	#{}	#{}	#{}	FinTech Acquisition Corp. IV is a blank check company. It focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in 2018 and is based in Philadelphia, Pennsylvania.
FTIV	Fintech Acquisition Corp IV Cl A	0	0	0	#{}	#{}	#{}	FinTech Acquisition Corp. IV is a blank check company. It focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in 2018 and is based in Philadelphia, Pennsylvania.
SREV	Servicesrce Intl Inc	0	0	0	#{}	#{}	#{}	ServiceSource International, Inc. operates as a digital customer journey experience company. The company provides digital solutions, including demand qualification, demand conversion, and account management; customer success solutions, such as onboarding, adoption, and renewals management; and channel management services. It also offers sales performance analysis, business case, pricing and contract structuring, data integration, implementation, launch, performance and execution, and client benchmarking and continuous improvement solutions. The company sells its solutions through sales organization worldwide. ServiceSource International, Inc. was founded in 2002 and is headquartered in Denver, Colorado.
FTCVU	Fintech Acquisition Corp. V	0	0	0	#{}	#{}	#{}	FinTech Acquisition Corp. V does not have significant operations. The company intends to acquire businesses or assets through a merger, capital stock exchange, stock purchase, reorganization, or other similar business transaction. The company was founded in 2019 and is based in Philadelphia, Pennsylvania.
SRSAU	Sarissa Capital Acquisition Corp	0	0	0	#{}	#{}	#{}	Sarissa Capital Acquisition Corporation focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Greenwich, Connecticut.
FSRVU	Finserv Acquisition Corp	0	0	0	#{}	#{}	#{}	Finserv Acquisition Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in New York.
FSRV	Finserv Acquisition Corp Cl A	0	0	0	#{}	#{}	#{}	Finserv Acquisition Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in New York.
FSEA	First Seacoast Bancorp	0	0	0	#{}	#{}	#{}	First Seacoast Bancorp operates as a holding company for First Seacoast Bank that provides various banking products and services. It offers checking, savings, and money market accounts; and certificates of deposit. The company also provides various lending products comprising mortgage and home equity loans; student loans; vehicle, personal, and other loans; credit cards; commercial mortgages, SBA loans, lines of credit, equipment financing, equipment or vehicle purchase finance, existing corporate debt refinance, and loan consolidation services. In addition, it offers wealth management services, such as retirement planning, portfolio management, investment and insurance strategies, business retirement plans, and college planning services. The company operates through its main office located in Dover, New Hampshire; and four branch offices in the Seacoast region. The company was founded in 1890 and is headquartered in Dover, New Hampshire. First Seacoast Bancorp is a subsidiary of First Seacoast Bancorp, MHC.
FRHC	Freedom Holding Corp	0	0	0	#{}	#{}	#{}	Freedom Holding Corp., through its subsidiaries, provides retail securities brokerage, research, investment counseling, securities trading, market making, corporate investment banking, and underwriting services. The company offers investment brokerage services for exchange-traded and over-the-counter corporate equity and debt securities, money market instruments, exchange traded options and futures contracts, government bonds, and mutual funds; Margin Lending services collateralized by securities and cash in the customer's account; various investment education and training courses; and investment research services. It also provides capital raising solutions for corporate clients through initial public offerings and follow-on offerings; and debt capital markets solutions that focuses on structuring and distributing private and public debt for various purposes, including buyouts, acquisitions, growth capital financings, and recapitalizations. In addition, the company is involved in trading, investment, and brokerage activities. Further, it act as an intermediary between borrowers and lenders of short-term funds and provide funding for various inventory positions; and employs repurchase and reverse repurchase agreements in proprietary trading activities. It has operations primarily in Russia, Kazakhstan, Ukraine, Uzbekistan, Kyrgyzstan, and Cyprus. The company was formerly known as BMB Munai, Inc. and changed its name to Freedom Holding Corp. Freedom Holding Corp. was incorporated in 1981 and is headquartered in Almaty, Kazakhstan.
SSPK	Silver Spike Acquisition Corp Cl A	0	0	0	#{}	#{}	#{}	Silver Spike Acquisition Corp. does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses operating in the cannabis industry. Silver Spike Acquisition Corp. was founded in 2019 and is based in New York, New York.
SSPKU	Silver Spike Acquisition Corp Units	0	0	0	#{}	#{}	#{}	Silver Spike Acquisition Corp. does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses operating in the cannabis industry. Silver Spike Acquisition Corp. was founded in 2019 and is based in New York, New York.
FOCS	Focus Financial Partners Inc Cl A	0	0	0	#{}	#{}	#{}	Focus Financial Partners Inc. provides wealth management services to primarily high net worth individuals and families. Its wealth management services include investment advice, financial and tax planning, consulting, tax return preparation, family office services, and other services. The company also offers recordkeeping and administration services; recommends financial products through commissions; and sells investment or insurance products. Focus Financial Partners Inc. was founded in 2006 and is headquartered in New York, New York.
FLIC	First of Long Isla	0	0	0	#{}	#{}	#{}	The First of Long Island Corporation operates as the holding company for The First National Bank of Long Island that provides financial services to small and medium-sized businesses, professionals, consumers, municipalities, and other organizations. Its deposit products include business and small business checking, personal checking products, savings accounts, negotiable order of withdrawal accounts, interest on lawyer accounts, escrow service accounts, rent security accounts, time deposits, holiday club accounts, and individual retirement accounts, as well as money market accounts. The company's loan portfolio comprises commercial and industrial loans, small business credit scored loans, residential and commercial mortgage loans, home equity lines of credit, construction loans, and commercial and standby letters of credit, as well as auto, home improvement, and other consumer loans. It also offers account reconciliation services, ACH origination, ATM banking and deposit automation, bank by mail, bill payment, cash management services, collection services, controlled disbursement accounts, foreign currency sales and purchases, healthcare remittance automation, debit cards, lock box services, merchant credit card services, and mobile capture services, as well as mutual funds, annuities, and life insurance. In addition, the company provides night depository services, payroll services, personal money orders, remote deposits, safe deposit boxes, securities transactions, signature guarantee services, travelers checks, investment management and trust services, domestic and international wire transfers, and withholding tax depository services, as well as drive-through, mobile, online, and telephone banking services. As of October 30, 2020, it operated 49 branches primarily in Nassau and Suffolk counties, Long Island, as well as the boroughs of Queens, Brooklyn, and Manhattan. The First of Long Island Corporation was founded in 1927 and is headquartered in Glen Head, New York.
FIIIU	Forum Merger III Corp Units	0	0	0	#{}	#{}	#{}	Forum Merger III Corporation intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in Delray Beach, Florida.
BKCC	Blackrock Cptl Invt	0	0	0	#{}	#{}	#{}	BlackRock Capital Investment Corporation, formerly known as BlackRock Kelso Capital Corporation, is a Business Development Company specializing in investments in middle market companies. The fund invests in all industries. It prefers to invest between $10 million and $50 million and can invest more or less in companies with EBITDA or operating cash flow between $10 million and $50 million. The fund invests in the form of senior and junior secured, unsecured, and subordinated debt securities and loans including cash flow, asset backed, and junior lien facilities and equity securities. It's equity investments can be structured in the form of warrants, preferred stock, common equity co-investments, and direct investments in common stock. The fund's debt investments are principally structured to provide for current cash interest and to a lesser extent non-cash interest, particularly with subordinated debt investments, through a pay-in-kind (PIK) feature. It can also make non-control investments.
FIII	Forum Merger III Corporation Cl A	0	0	0	#{}	#{}	#{}	Forum Merger III Corporation intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in Delray Beach, Florida.
FDMT	4D Molecular Therapeutics Inc	0	0	0	#{}	#{}	#{}	4D Molecular Therapeutics, Inc. operates as a clinical-stage gene therapy company that develops product candidates using its targeted and evolved adeno-associated viruses vectors. It offers a portfolio of gene therapy product candidates focusing on the ophthalmology, cardiology, and pulmonology therapeutic areas. The company engages in developing 4D-125, which is in a Phase I/II clinical trial for the treatment of X-linked retinitis pigmentosa; 4D-110 that is in a Phase I clinical trial for the treatment of choroideremia; and 4D-310, which is in a Phase I/II clinical trial for the treatment of fabry disease. It also focuses on developing two investigational new drug candidates, which include 4D-150 for the treatment of wet age-related macular degeneration; and 4D-710 for the treatment of cystic fibrosis lung disease. The company was founded in 2013 and is headquartered in Emeryville, California.
STWO	Acon S2 Acquisition Corp. Cl A	0	0	0	#{}	#{}	#{}	ACON S2 Acquisition Corp. focuses effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is headquartered in Washington, District of Columbia.
STWOU	Acon S2 Acquisition Corp	0	0	0	#{}	#{}	#{}	ACON S2 Acquisition Corp. focuses effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is headquartered in Washington, District of Columbia.
FCACU	Falcon Capital Acquisition Corp	0	0	0	#{}	#{}	#{}	Falcon Capital Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2020 and is based in New York, New York.
SUMO	Sumo Logic Inc	0	0	0	#{}	#{}	#{}	Sumo Logic, Inc. provides cloud-native software-as-a-service platform that enables organizations to address the challenges and opportunities presented by digital transformation, modern applications, and cloud computing. Its platform enables organizations to automate the collection, ingestion, and analysis of application, infrastructure, security, and IoT data to derive actionable insights. The company offer a suite of solutions to address areas, such as operational intelligence, security intelligence, business intelligence, and global intelligence. Sumo Logic, Inc. was founded in 2010 and is headquartered in Redwood City, California.
BHSEU	Bull Horn Holdings Corp	0	0	0	#{}	#{}	#{}	Bull Horn Holdings Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the sports, entertainment, and brands sectors. The company was founded in 2018 and is based in Miami Beach, Florida.
SVAC	Starboard Value Acquisition Corp. Cl A	0	0	0	#{}	#{}	#{}	Starboard Value Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2019 and is based in New York, New York.
SVACU	Starboard Value Acquisition Corp	0	0	0	#{}	#{}	#{}	Starboard Value Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2019 and is based in New York, New York.
FCAC	Falcon Capital Acquisition Corp. Cl A	0	0	0	#{}	#{}	#{}	Falcon Capital Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2020 and is based in New York, New York.
FARO	Faro Tech Inc	0	0	0	#{}	#{}	#{}	FARO Technologies, Inc. designs, develops, manufactures, markets, and supports software driven three-dimensional (3D) measurement and imaging solutions worldwide. It operates through three segments: 3D Manufacturing, Construction BIM, and Emerging Verticals. The company offers FaroArm, a combination of a portable articulated measurement arm, a computer, and CAM2 software programs; and FARO ScanArm, a FaroArm equipped with a hard probe and non-contact laser line probe to measure products. It also provides FARO Design ScanArm 2.5C, a portable lightweight 3D ScanArm; FARO Prizm, a full-color laser line probe with 3D design and modeling software; FARO Laser Tracker that combines a portable laser measurement tool, a computer, and CAM2 software programs; and FARO Tracer, which projects a laser line onto a surface or object; and FARO Focus laser scanner to measure and collect a cloud of data points. In addition, the company offers FARO ScanPlan, a handheld mapper that captures two-dimensional floor plans; and FARO Software, a family of computer-aided design-based measurement and laser scanner software. FARO Technologies, Inc. offers its products for manufacturing, industrial, architecture, surveying, building information modeling, construction, public safety forensics, cultural heritage, dental, and other applications. FARO Technologies, Inc. was founded in 1981 and is headquartered in Lake Mary, Florida.
EXTR	Extreme Networks	0	0	0	#{}	#{}	#{}	Extreme Networks, Inc. provides software-driven networking solutions for enterprise, data center, and service provider customers worldwide. It designs, develops, and manufactures wired and wireless network infrastructure equipment; and develops software for network management, policy, analytics, security, and access controls. The company offers ExtremeSwitching portfolio that includes access edge products that offer physical presentations along with options to deliver Ethernet or convergence-friendly Power-over-Ethernet (POE), including high-power universal POE; aggregation/core switches designed to address aggregation, top-of-rack, and campus core environments; and wireless access point products. It also provides ExtremeNAC, a network access control solution that allows the enterprises to unify the security of their wired and wireless networks with visibility and control over users, devices, and applications; and ExtremeAnalytics, a network-powered application analytics and optimization solution, which captures, aggregates, analyses, correlates, and reports network data that enables in decision making and enhancing business performance. In addition, the company offers ExtremeCloud, a wired and wireless cloud network management solution, which offers visibility and control over users, devices, and applications; ExtremeRouting, a cloud-managed access across distributed environment that provides throughput, application-aware traffic shaping and monitoring, end-to-end service, and link prioritization; and an open northbound API for customized integrations to key enterprise platforms. It markets and sells its products through distributors, resellers, and field sales organizations to enterprises and organizations in the education, healthcare, retail, manufacturing, hospitality, transportation and logistics, government agencies, private cloud data centers, universities, and stadiums. Extreme Networks, Inc. was founded in 1996 and is headquartered in San Jose, California.
EXPCU	Experience Investment Corp	0	0	0	#{}	#{}	#{}	Experience Investment Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more operating businesses. The company was founded in 2019 and is based in Denver, Colorado.
EXPC	Experience Investment Corp Cl A	0	0	0	#{}	#{}	#{}	Experience Investment Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more operating businesses. The company was founded in 2019 and is based in Denver, Colorado.
BCOV	Brightcove Inc	0	0	0	#{}	#{}	#{}	Brightcove Inc. provides cloud-based services for video. Its flagship product include Video Cloud, an online video platform that enables its customers to publish and distribute video to Internet-connected devices. The company also offers Video Marketing Suite, a suite of video technologies to drive awareness, engagement, and conversion; Enterprise Video Suite, an enterprise-class platform for internal communications, employee training, live streaming, marketing, and e-commerce videos; and OTT Flow, a service for media companies and content owners to deploy direct-to-consumer, live and on-demand video services across platforms. In addition, it provides Zencoder, a cloud-based video encoding service; SSAI, a cloud-based ad insertion and video stitching service; Player, a cloud-based service to create and manage video player experiences; and Ooyala, an online video platform. Further, the company offers Brightcove Beacon, an app that enables companies to deliver and launch over the top video experiences on mobile, web, and smart and connected TVs; and Brightcove Campaign, an app that enables marketers to create video-driven marketing campaigns. Additionally, it provides account management, professional, support, and training services. The company serves media, sports, and entertainment companies, broadcasters, publishers, fashion and hospitality brands and corporations, faith-based institutions, e-commerce platforms, and hi-tech organizations; and governments, educational institutions, and non-profit organizations through direct sales, referral and channel partners, and resellers in North America, Europe, Japan, the Asia Pacific, and internationally, as well as sells its products online. The company was formerly known as Video Marketplace, Inc. and changed its name to Brightcove Inc. in March 2005. Brightcove Inc. was founded in 2004 and is headquartered in Boston, Massachusetts.
EUCRU	Eucrates Biomedical Acquisition Corp	0	0	0	#{}	#{}	#{}	Eucrates Biomedical Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, New York.
BATRK	Liberty Braves CS C	0	0	0	#{}	#{}	#{}	The Liberty Braves Group, through its subsidiary, Braves Holdings, LLC, owns the Atlanta Braves Major League Baseball Club (ANLBC), assets and liabilities associated with ANLBC's stadium, and mixed use development project. The company is based in Englewood, Colorado. The Liberty Braves Group is a subsidiary of Liberty Media Corporation.
ESSCU	East Stone Acquisition Corp	0	0	0	#{}	#{}	#{}	East Stone Acquisition Corporation does not have significant operations. It focuses on providing technological services to the financial industry in North America and the Asia-Pacific. The company was founded in 2018 and is based in Burlington, Massachusetts.
ESSC	East Stone Acquisition Corp	0	0	0	#{}	#{}	#{}	East Stone Acquisition Corporation does not have significant operations. It focuses on providing technological services to the financial industry in North America and the Asia-Pacific. The company was founded in 2018 and is based in Burlington, Massachusetts.
BATRA	Liberty Braves CS A	0	0	0	#{}	#{}	#{}	The Liberty Braves Group, through its subsidiary, Braves Holdings, LLC, owns the Atlanta Braves Major League Baseball Club (ANLBC), assets and liabilities associated with ANLBC's stadium, and mixed use development project. The company is based in Englewood, Colorado. The Liberty Braves Group is a subsidiary of Liberty Media Corporation.
AVGOP	Broadcom Inc 8% Prf Undated USD 1000 Ser A	0	0	0	#{}	#{}	#{}	Broadcom Inc. designs, develops, and supplies semiconductor infrastructure software solutions. It offers semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company's infrastructure software solutions enable customers to plan, develop, automate, manage, and secure applications across mainframe, distributed, mobile, and cloud platforms. It operates through two segments, Semiconductor Solutions and Infrastructure Software. The company was incorporated in 2018 and is based in San Jose, California.
AVCT	American Virtual Cloud Tech Inc	0	0	0	#{}	#{}	#{}	American Virtual Cloud Technologies, Inc. provides IT solutions and managed services. It offers managed IT services to a range of clients, including unified communications-as-a-service, directory and messaging, enterprise networking, cybersecurity, collaboration, data center, integration, storage, backup, virtualization, and converged infrastructure. The company was founded in 1987 and is based in Atlanta, Georgia.
ERESU	East Resources Acquisition Company	0	0	0	#{}	#{}	#{}	East Resources Acquisition Company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses. The company was founded in 2020 and is based in Boca Raton, Florida.
WETF	Wisdomtree Invstmnts	0	0	0	#{}	#{}	#{}	WisdomTree Investments, Inc., through its subsidiaries, operates as an exchange-traded funds (ETFs) sponsor and asset manager. It offers ETFs in equities, currency, fixed income, and alternatives asset classes. The company also licenses its indexes to third parties for proprietary products, as well as offers a platform to promote the use of WisdomTree ETFs in 401(k) plans. It develops index using its fundamentally weighted index methodology. In addition, the company provides investment advisory services. The company was founded in 1985 and is based in New York, New York.
ERES	East Resources Acquisition Company Cl A	0	0	0	#{}	#{}	#{}	East Resources Acquisition Company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses. The company was founded in 2020 and is based in Boca Raton, Florida.
EQOS	Diginex Ltd.	0	0	0	#{}	#{}	#{}	Diginex Limited, a digital asset financial services and advisory company, provides products, architecture, and infrastructure for the financial markets in the areas of digital asset ecosystem in Singapore and internationally. The company operates EQUOS, a cryptocurrency exchange for the professional and individual investors; an over-the-counter trading platform; Digivault, a hot and cold custodian platform for the custody of digital assets for institutional investors; and Diginex Access, a front-to-back integrated trading platform that provides trading and portfolio management solutions to institutional and professional retail clients. It also provides asset management services under the Bletchley Park Asset Management name; and securitization advisory, origination, and distribution services. The company was founded in 2017 and is headquartered in Central, Hong Kong.
WHF	Whitehorse Finance	0	0	0	#{}	#{}	#{}	WhiteHorse Finance, LLC is a business development company.
TEKKU	Tekkorp Digital Acquisition Corp	0	0	0	#{}	#{}	#{}	Tekkorp Digital Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in Las Vegas, Nevada.
DSACU	Duddell Street Acquisition Corp	0	0	0	#{}	#{}	#{}	Duddell Street Acquisition Corp. is a blank check company. The company was founded in 2020 and is based in Hong Kong, Hong Kong.
ADP	Automatic Data Procs	0	0	0	#{}	#{}	#{}	Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates through two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.
DSAC	Duddell Street Acquisition Corp Cl A	0	0	0	#{}	#{}	#{}	Duddell Street Acquisition Corp. is a blank check company. The company was founded in 2020 and is based in Hong Kong, Hong Kong.
THBRU	Thunder Bridge Acquisition II Ltd Units	0	0	0	#{}	#{}	#{}	Thunder Bridge Acquisition II, Ltd. does not have significant operations. It intends to seek a merger, share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Thunder Bridge Acquisition II, Ltd. was founded in 2019 and is based in Great Falls, Virginia.
THCA	Tuscan Holdings Corp II	0	0	0	#{}	#{}	#{}	Tuscan Holdings Corp. II does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was founded in 2019 and is based in New York, New York.
THCAU	Tuscan Holdings Corp II Unit	0	0	0	#{}	#{}	#{}	Tuscan Holdings Corp. II does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was founded in 2019 and is based in New York, New York.
THCB	Tuscan Holdings Corp	0	0	0	#{}	#{}	#{}	Tuscan Holdings Corp. does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with businesses and entities. The company was founded in 2018 and is based in New York, New York.
THCBU	Tuscan Holdings Corp Unit	0	0	0	#{}	#{}	#{}	Tuscan Holdings Corp. does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with businesses and entities. The company was founded in 2018 and is based in New York, New York.
DGNS	Dragoneer Growth Opportunities Corp. II Cl A	0	0	0	#{}	#{}	#{}	Dragoneer Growth Opportunities Corp. II focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was formerly known as Dragoneer Growth Opportunities Beta Corp. Dragoneer Growth Opportunities Corp. II was founded in 2020 and is based in San Francisco, California.
