symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
GLV	Clough Global Allocation Fund	0	0	1	#{}	#{}	#{"United States"}	Clough Global Dividend and Income Fund is a closed ended balanced mutual fund launched and managed by Clough Capital Partners L.P. The fund primarily invests in the public equity and fixed income markets across the globe. It seeks to invest in securities of companies operating across diversified sectors. For its fixed income portion, it invests in corporate and sovereign debt. It invest in fixed income securities having a maturity ranging from 30 days to over 30 years. The fund invests in non-U.S. markets primarily through liquid securities, including depositary receipts. Its equity portion primarily invests in stocks of small-cap and mid-cap companies. The fund employs a fundamental analysis with a bottom-up stock picking approach to make its investments. It primarily employs a theme-oriented investment approach which emphasizes on industry consolidation, technological change, an emerging shortage of a product or raw material which derives from a period of under-investment, and changes in government regulation or major economic or investment cycles. The fund's research process includes identifying shortages, global geographic growth opportunities, and unique global credit market opportunities. The fund was formerly known as Clough Global Allocation Fund. Clough Global Dividend and Income Fund was formed on April 27, 2004 and is domiciled in the United States.
HNW	Pioneer Diversified High Income Trust	0	0	1	#{}	#{}	#{"United States"}	Pioneer Diversified High Income Trust is a closed ended fixed income mutual fund launched and managed by Pioneer Investment Management, Inc. It invests in the fixed income markets across the globe. The fund seeks to invest in higher yielding asset classes, including high yield bonds, leveraged bank loans, and event-linked bonds .It employs a combination of fundamental and quantitative analysis to create its portfolio. The fund benchmarks the performance of its portfolio against a composite benchmark comprising of 50% Bank of America Merrill Lynch Global High Yield, Emerging Markets Plus Index and 50% the Credit Suisse Leveraged Loan Index. Pioneer Diversified High Income Trust was formed on January 30, 2007 and is domiciled in the United States.
OBLG	Oblong Inc	0	0	1	#{}	#{}	#{"United States"}	Oblong, Inc. provides multi-stream collaboration technologies and managed services for video collaboration and network applications in the United States and internationally. The company operates in two segments, Glowpoint and Oblong Industries. Its flagship product is Mezzanine that enables visual collaboration across multi-users, multi-screens, multi-devices, and multi-locations. The company offers managed videoconferencing, hybrid videoconferencing, video meeting suites, and webcasting services, as well as JoinMyVideo, an on-demand video meeting room service. It also provides remote service management services, including Resolve - Total Support, a management and support service; Helpdesk, which provides level 1 support; and Proactive Monitoring, a remote and automated monitoring service. In addition, the company offers Cloud Connect: Video that allows its customers to outsource the management of their video traffic; Cloud Connect: Converge, which provides customized multiprotocol label switching solutions; and Cloud Connect: Cross Connect that allows the customers to leverage their existing carrier for the extension of a layer 2 private line to its data center. Further, it provides professional services, such as onsite support or dispatch, as well as configuration or customization of equipment or software on behalf of customers; and resells video equipment to its customers. It serves customers in the enterprise, commercial, and public sector markets. The company was founded in 2000 and is headquartered in Los Angeles, California.
UUU	Universal Security Instruments	0	0	1	#{}	#{}	#{"United States"}	Universal Security Instruments, Inc., together with its subsidiary, designs, markets, and distributes safety and security products for use in homes and businesses in the United States and internationally. It offers a line of safety alarms, including units powered by replaceable batteries, sealed batteries, and battery backup alarms; and smoke alarms, which include hearing impaired and heat alarms, as well as carbon monoxide alarms, door chimes, ventilation products, ground fault circuit interrupters, and other electrical devices. The company provides its products to wholesale distributors; chain, discount, and television retailers; home center stores; catalog and mail order companies; electrical and lighting distributors, and manufactured housing companies; and other distributors. It also sells its products through independent sales organizations and sales representatives, as well as through its own sales catalogs and brochures, and Website. The company was founded in 1969 and is headquartered in Owings Mills, Maryland.
YCBD	Cbdmd Inc	0	0	1	#{}	#{}	#{"United States"}	cbdMD, Inc. produces and distributes various cannabidiol (CBD) products. It owns and operates consumer hemp-based CBD brands, such as cbdMD and Paw CBD. Its cbdMD brand products include CDB tinctures, gummies, topicals, capsules, bath bombs, bath salts, and sleep aids. The company also offers veterinarian-formulated products, including tinctures, chews, and topicals under the Paw CBD brand name. It distributes its products through its e-commerce Website, third party e-commerce sites, wholesalers, and various brick and mortar retailers in the United States. The company was formerly known as Level Brands, Inc. and changed its name to cbdMD, Inc. in May 2019. cbdMD, Inc. was founded in 2015 and is headquartered in Charlotte, North Carolina.
HMG	Hmg/Courtland Properties	0	0	0	#{}	#{}	#{}	HMG/Courtland Properties, Inc. and subsidiaries, is a Delaware corporation organized in 1972. The Company's business is the ownership and management of income-producing commercial properties and it will consider other investments if they offer growth or profit potential.
KLR	Kaleyra Inc	0	0	0	#{}	#{}	#{}	Kaleyra, Inc. provides a cloud communications platform for enterprises worldwide. Its platform integrates software services and applications that enable mobile first interactive end-user customer communications. Kaleyra, Inc. provides mobile messaging services for financial institutions and various other types of enterprises. The company was founded in 1999 and is headquartered in Milan, Italy.
FISK	Empire State Realty Op LP Se	0	0	0	#{}	#{}	#{}	Empire State Realty OP, L.P. operates as a subsidiary of Empire State Realty Trust, Inc.
EVBN	Evans Bancorp	0	0	0	#{}	#{}	#{}	Evans Bancorp, Inc. operates as the financial holding company for Evans Bank, N.A. that provides a range of banking products and services to consumer and commercial customers in Western New York. It operates in two segments, Banking Activities and Insurance Agency Activities. The company offers deposit products, which include checking and negotiable order of withdrawal accounts, savings accounts, and certificates of deposit. It also provides residential mortgages; commercial and multi-family mortgages; commercial construction loans; home equities, such as home equity lines of credit and second mortgage loans; commercial and industrial loans comprising term loans and lines of credit; consumer loans, including direct automobile, recreational vehicle, boat, home improvement, and personal loans; other loans consisting of cash reserves, overdrafts, and loan clearing accounts; and installment loans. In addition, the company sells various premium-based insurance policies consisting of business and personal insurance, employee benefits, surety bonds, risk management, life, disability, and long-term care coverage, as well as provides claims adjusting services to various insurance companies; and non-deposit investment products, such as annuities and mutual funds. It operates through 15 full-service banking offices in Erie County, Niagara County, and Chautauqua County, New York. Evans Bancorp, Inc. was founded in 1920 and is headquartered in Williamsville, New York.
ESBA	Empire State Realty Op LP	0	0	0	#{}	#{}	#{}	Empire State Realty OP, L.P. operates as a subsidiary of Empire State Realty Trust, Inc.
PTK	Ptk Acquisition Corp	0	0	0	#{}	#{}	#{}	PTK Acquisition Corporation focuses on entering into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was founded in 2019 and is based in Los Angeles, California.
IAF	Aberdeen Australia Equity Fund Inc	0	0	8	#{}	#{}	#{"technology" "Australia" "United States"}	Aberdeen Australia Equity Fund, Inc. is a closed ended equity mutual fund launched and managed by Aberdeen Standard Investments (Asia) Limited. The fund is managed by Aberdeen Standard Investments Australia Limited. It invests in the public equity markets of Australia. The fund makes its investments in firms operating across diversified sectors. It employs fundamental analysis with a bottom-up and top-down stock picking approach with focus on factors like growth prospects, competitive positions in domestic and export markets, technology, research and development, productivity, labor and raw material costs, profit margins, return on investment, capital resources, quality of management, and government regulation to create its portfolio. The fund benchmarks the performance of its portfolio against the S&P ASX 200 Accumulation Index. It also uses proprietary research to create its portfolio. The Aberdeen Australia Equity Fund Inc. was previously known as The First Australia Fund, Inc. Aberdeen Australia Equity Fund, Inc. was formed in September 30, 1985 and is domiciled in the United States.
PRK	Park National Corp	0	0	3	#{}	#{}	#{"real estate"}	Park National Corporation operates as the bank holding company for Park National Bank that provides commercial banking and trust services in Ohio, Northern Kentucky, North Carolina, and South Carolina. It offers deposits for demand, savings, and time accounts; trust and wealth management services; cash management services; safe deposit operations; electronic funds transfers; Internet and mobile banking solutions with bill pay service; credit cards; and various additional banking-related services for individual customers. The company also provides commercial loans, including financing for industrial and commercial properties, financing for equipment, inventory and accounts receivable, acquisition financing, and commercial leasing, as well as for consumer finance companies; commercial real estate loans comprising mortgage loans to developers and owners of commercial real estate; consumer loans, such as automobile loans and leases; consumer finance services; home equity lines of credit; and residential real estate and construction loans, as well as installment loans and commercial loans. In addition, it offers aircraft financing and asset management services. The company operates 125 financial service offices, including 138 automated teller machines. Park National Corporation was founded in 1908 and is headquartered in Newark, Ohio.
NML	Neuberger Berman MLP Income Fun	0	0	3	#{}	#{}	#{"United States" "Energy"}	Neuberger Berman MLP and Energy Income Fund Inc. is a closed ended fund of fund launched and managed by Neuberger Berman Management LLC. It is co-managed by Neuberger Berman LLC. The fund invests in the public equity markets. It primarily invests in master limited partnerships and limited liability companies. It was formerly known as Neuberger Berman MLP Income Fund Inc. Neuberger Berman MLP and Energy Income Fund Inc. was formed on November 16, 2012 and is domiciled in the United States.
CIK	Credit Suisse Asset Management	0	0	3	#{}	#{}	#{"United States" "US"}	Credit Suisse Asset Management Income Fund, Inc. is a closed-ended fixed income mutual fund launched and managed by Credit Suisse Asset Management, LLC. The fund invests in the fixed income markets of the United States. It primarily invests in high yield corporate debt such as bonds and debentures that are rated Baa or lower by Moody's or BBB or lower by S&P. The fund benchmarks the performance of its portfolio against the BofA Merrill Lynch US High Yield Master II Constrained Index. Credit Suisse Asset Management Income Fund, Inc. was formed on February 11, 1987 and is domiciled in the United States.
UTG	Reaves Utility	0	0	3	#{}	#{}	#{"United States" "Utilities"}	Reaves Utility Income Fund is a closed ended balanced mutual fund launched and managed by W. H. Reaves & Company, Inc. The fund invests in public equity and fixed income markets of the United States. It seeks to invest in securities of companies operating in the Utilities sector. The fund primarily invests in dividend paying stocks and debt instruments of companies operating across all market capitalizations. It employs a combination of quantitative and fundamental analysis with bottom-up stock picking approach to create its portfolio. Reaves Utility Income Fund was formed on September 15, 2003 and is domiciled in the United States.
TPHS	Trinity Pl Hlds Inc	0	0	3	#{}	#{}	#{"United States" "real estate"}	Trinity Place Holdings Inc., a real estate holding, investment, and asset management company, engages in commercial real estate business in the United States. The company's principal asset is located at 77 Greenwich Street in Lower Manhattan. It also owns a property occupied by a retail tenant in Paramus, New Jersey. The company also controls various intellectual property assets focused on the consumer sector, including its online marketplace at FilenesBasement.com, its rights to the Stanley Blacker brand, as well as the intellectual property associated with the running of the Brides event and An Educated Consumer. Trinity Place Holdings Inc. was founded in 1959 and is headquartered in New York, New York.
TMP	Tompkinstrustco	0	0	3	#{}	#{}	#{"real estate"}	Tompkins Financial Corporation, a community-based financial services company, provides commercial and consumer banking, leasing, trust and investment management, financial planning and wealth management, and insurance services. The company operates in three segments: Banking, Insurance, and Wealth Management. It accepts various deposit products, including checking accounts, savings accounts, time deposits, IRA products, brokered time deposits, and municipal money market accounts. The company also offers loans for various business purposes, including real estate financing, construction and equipment financing, accounts receivable financing, and commercial leasing; residential real estate loans; home equity loans; commercial and industrial loans; commercial real estate loans; agriculturally-related loans; and consumer loans, such as personal installment loans, direct and indirect automobile financing, and overdraft lines of credit. In addition, it provides letters of credit and sweep accounts; credit and debit cards; and deposit and cash management, Internet-based account, remote deposit, safe deposit, voice response, ATM, and mobile and Internet banking services. Further, the company offers investment management, trust and estate, and financial and tax planning services; property and casualty, life, disability, and long-term care insurance services; employee benefit consulting services; and insurance planning services. It primarily serves individuals, corporate executives, small business owners, and high net worth individuals. The company operates through a network of 64 banking offices, including 44 offices in New York and 20 offices in Pennsylvania. Tompkins Financial Corporation was founded in 1836 and is headquartered in Ithaca, New York.
NRO	Neuberger Berman Real Estate Securities	0	0	8	#{}	#{}	#{"Real Estate" "United States" "real estate"}	Neuberger Berman Real Estate Securities Income Fund, Inc. is a closed-ended equity mutual fund launched and managed by Neuberger Berman LLC. It is co-managed by Neuberger Berman Management LLC. The fund invests in the public equity markets of the United States. It typically invests in stocks of companies operating in the real estate sector including real estate investment trusts. The fund invests in growth stocks of companies operating across all market capitalizations. It employs a fundamental analysis including direct real estate analysis, on-site real estate analysis, and frequent meetings with company management to make its investments. The fund benchmarks the performance of its portfolio against the NAREIT Equity Index and S&P 500 Index. Neuberger Berman Real Estate Securities Income Fund, Inc was formed on October 28, 2003 and is domiciled in the United States.
FAX	Aberdeen Asia-Pacific	0	0	3	#{}	#{}	#{"Australia" "United States"}	Aberdeen Asia-Pacific Income Fund, Inc. is a close ended fixed income mutual fund launched and managed by Aberdeen Standard Investments (Asia) Limited. It is co-managed by Aberdeen Standard Investments Australia Limited and Aberdeen Asset Managers Limited. The fund invests in fixed income markets of Asia, Australia, and New Zeland. It primarily invests in debt securities issued by governmental entities, banks, companies, and other entities. Aberdeen Asia-Pacific Income Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.
DMF	Dreyfus Muni Income	0	0	2	#{}	#{}	#{"United States"}	BNY Mellon Municipal Income, Inc. is a closed ended fixed income mutual fund launched and managed by BNY Mellon Investment Adviser, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in municipal obligations that are rated investment grade and have maturities of less than one year. It employs fundamental analysis to create its portfolio. The fund was formerly known as Dreyfus Municipal Income, Inc. BNY Mellon Municipal Income, Inc. was formed on October 24, 1988 and is domiciled in the United States.
EAD	Wells Fargo Advantage	0	0	2	#{}	#{}	#{"United States"}	Wells Fargo Advantage Funds - Wells Fargo Income Opportunities Fund is a closed ended fixed income mutual fund launched and managed by Wells Fargo Funds Management, LLC. It is co-managed by Wells Capital Management Incorporated. The fund invests in the fixed income markets of the United States. It primarily invests in below investment grade debt securities, high-yield debt securities, loans and preferred stocks rated Ba or lower by Moody's Investors Service, Inc. or BB or lower by Standard & Poor's Ratings Group. The fund benchmarks the performance of its portfolio against Merrill Lynch High Yield Index. It was formerly known as Wells Fargo Advantage Funds - Wells Fargo Advantage Income Opportunities Fund. Wells Fargo Advantage Funds - Wells Fargo Income Opportunities Fund was formed on February 26, 2003 and is domiciled in the United States.
SACH	Sachem Capital Corp	0	0	2	#{}	#{}	#{"real estate"}	Sachem Capital Corp. operates as a real estate finance company. The company is involved in originating, underwriting, funding, servicing, and managing a portfolio of short-term loans secured by first mortgage liens on real property located primarily in Connecticut. It offers loans to real estate investors to fund their acquisition, renovation, rehabilitation, development, and/or improvement of residential or commercial properties located in Connecticut, Massachusetts, Florida, New York, Vermont, and Rhode Island. The company was founded in 2010 and is based in Branford, Connecticut.
NEN	New England Realty Associates Ltd Partnershi	0	0	2	#{}	#{}	#{"United States" "real estate"}	New England Realty Associates Limited Partnership engages in acquiring, developing, holding for investment, operating, and selling real estate properties in the United States. It owns and operates various residential apartment, condominium units, and commercial properties located in Massachusetts and New Hampshire. As of February 1, 2020, the company owned 2,892 residential apartment units in 25 residential and mixed-use complexes, and 19 condominium units in a residential condominium complex located primarily in the metropolitan Boston area of Massachusetts. It also owned a commercial shopping center in Framingham, Massachusetts; one commercial building in Newton and one in Brookline, Massachusetts; commercial space in mixed-use buildings in Boston, Brockton and Newton, and Massachusetts; and 40% to 50% ownership interest in 7 residential and mixed use complexes with a total of 688 residential units, one commercial unit, and a 50 car parking lot. NewReal, Inc. serves as the general partner of the company. New England Realty Associates Limited Partnership was founded in 1977 and is headquartered in Allston, Massachusetts.
NBW	Neuberger Berman California Intermediate Fund IN	0	0	2	#{}	#{}	#{"United States"}	Neuberger Berman California Intermediate Municipal Fund Inc. is a closed-ended fixed income mutual fund launched and managed by Neuberger Berman LLC. The fund is co-managed by Neuberger Berman Management LLC. It invests in the fixed income markets of the United States. The fund primarily invests in municipal bonds which have income that is exempt from federal income tax and California state personal tax. It invests in securities with remaining maturities of less than 15 years. The fund seeks to maintain a weighted average duration of between three and eight years. It invests in securities rated in the four highest categories by a nationally recognized statistical rating organization. Neuberger Berman California Intermediate Municipal Fund Inc. was formed on July 29, 2002 and is domiciled in the United States.
EVV	Eaton Vance Ltd Duration	0	0	2	#{}	#{}	#{"United States"}	Eaton Vance Limited Duration Income Fund is a closed-ended fixed income mutual fund launched and managed by Eaton Vance Management. The fund invests in the fixed income markets of the United States. It primarily invests in senior, secured floating-rate loans, government agency mortgage-backed securities, and corporate bonds that are rated below investment grade. The fund seeks to maintain an average duration of three and a half years and average quality BBB/BBB- in its investments. It benchmarks the performance of its portfolio against the S&P/LSTA Leveraged Loan Index, the Merrill Lynch U.S. High Yield Index, and the Barclays Capital U.S. Intermediate Government Bond Index. Eaton Vance Limited Duration Income Fund was formed on May 30, 2003 and is domiciled in the United States.
RCG	Renaissance Capital Growth & Income Fund III	0	0	2	#{}	#{}	#{"United States"}	RENN Fund, Inc. is a closed ended equity mutual fund launched by RENN Capital Group, Inc. The fund is co-managed by Horizon Kinetics Asset Management LLC. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It seeks to invest in stocks of small-cap and mid-cap companies. The fund employs a fundamental analysis with a bottom-up stock picking approach to create its portfolio. It was formerly known as RENN Global Entrepreneurs Fund, Inc. RENN Fund, Inc. was formed on January 20, 1994 and is domiciled in the United States.
BTN	Ballantyne Strong Inc	4	0	0	#{"systems"}	#{}	#{}	Ballantyne Strong, Inc. and its subsidiaries engage in various business activities focused on serving the entertainment, retail, financial, advertising, and government markets worldwide. It operates in three segments: Strong Entertainment, Convergent, and Strong Outdoor. The Strong Entertainment segment manufactures projection screens and customized screen support systems; and manufactures and distributes screens to theme parks, museums, and schools as well as for special events. It also provides digital projection equipment installations and after-sale maintenance and network support services to the entertainment industry. In addition, this segment distributes projectors, servers, audio systems, and other third-party products, including library management systems, lenses, and lamps. The company sells screen systems directly, as well as through third-party distributors and integrators; and provides technical services directly to theater owners and other entertainment-related markets, and through dealers or value added reseller networks. The Convergent segment delivers digital signage solutions and related services primarily to retail, banking, healthcare, and Digital-Out-Of-Home advertising network operators. Its Digital Signage as a Service platform provides an end-to-end solution, including hardware, software, content development and distribution, network monitoring, support, and field maintenance services. The Strong Outdoor segment provides outdoor advertising and marketing to advertising agencies and corporate accounts, primarily in New York City. It offers out-of-home advertising services on taxicabs; and sells advertising to corporate media buyers and advertising agencies for display on vinyl printed signs. Ballantyne Strong, Inc. was founded in 1932 and is headquartered in Charlotte, North Carolina.
CVU	CPI Aerostructures	3	0	2	#{"systems"}	#{}	#{"fuel" "United States"}	CPI Aerostructures, Inc. engages in the contract production of structural aircraft parts for fixed wing aircraft and helicopters in the commercial and defense markets. The company also offers aero systems, such as reconnaissance pod structures and fuel panel systems; and supplies parts for maintenance, repair, and overhaul (MRO), as well as kitting contracts. In addition, it operates as a subcontractor for defense contractors and commercial contractors, as well as a contractor for the United States Department of Defense. Further, the company offers engineering, program management, supply chain management, kitting, and MRO services. Additionally, it offers welding services and metal fabrications; and electromechanical systems, harness and cable assemblies, electronic equipment, and printed circuit boards, as well as manufactures radio frequency interference/electro-magnetic interference for electronic components. The company was formerly known as Consortium of Precision Industries, Inc. and changed its name to CPI Aerostructures, Inc. in July 1992. CPI Aerostructures, Inc. was founded in 1980 and is headquartered in Edgewood, New York.
WTT	Wireless Telecom Group Inc	3	0	1	#{"systems" "rail"}	#{}	#{"salt"}	Wireless Telecom Group, Inc., together with its subsidiaries, designs, develops, manufactures, and markets radio frequency (RF) and microwave devices in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company operates in three segments: Network Solutions, Test and Measurement, and Embedded Solutions. The Network Solutions segment designs and manufactures RF components and integrated subsystems, including low passive intermodulation radio frequency and microwave products used in small cell deployments, distributed antenna systems, in-building wireless solutions, and cellular base-stations. This segment also provides power combiners, directional couplers, attenuators, terminators, and filters for broadband applications to support commercial in-building wireless networks, public safety networks, rail and transportation deployments, corrosive salt/fog environment build-outs, and global positioning system (GPS) signal distribution; and GPS digital repeaters and splitters for cellular timing synchronization, as well as a passive systems monitor for real-time diagnostics of an in-building distributed antenna system. The Test and Measurement segment offers power meters, power sensors, voltmeters, and audio and modulation analyzers for radar, avionics, electronic warfare, electromagnetic interference compatibility, and satellite and wireless communications applications; and noise generation instruments, calibrated noise sources, noise modules, and diodes. xThe Embedded Solutions segment provides embedded signal processing and radio frequency modules; and long term evolution physical layer and stack software for 4G and 5G mobile network applications. The company markets its products under the Boonton, Microlab, Noisecom, and CommAgility brands through its in-house sales force, manufacturers' representatives, and distributors. Wireless Telecom Group, Inc. was founded in 1985 and is headquartered in Parsippany, New Jersey.
DPW	Dpw Holdings Inc	3	0	0	#{"aerospace" "systems"}	#{}	#{}	Ault Global Holdings Inc., through its subsidiaries, designs, develops, manufactures, and sells power system solutions for the military/aerospace, medical, and industrial-telecommunication industries in North America, Europe, the Middle East, and internationally. The company offers custom power system solutions; high-grade flexibility series power supply products, such as power rectifiers; and value-added services for original equipment manufacturers. It also provides power conversion and distribution equipment, direct current/active current inverters, and uninterrupted power supply (UPS) products; and radio frequency and microwave filters, diplexers, multiplexers, detectors, switch filters, integrated assemblies, and detector logarithmic video amplifiers, as well as provides commercial loans and operates MonthlyInterest.com, an online fintech portal. In addition, the company distributes value added power supply solutions, UPS systems, fans, filters, line cords, and other power-related components; and manufactures specialized electronic systems for the military market. It sells its products directly through its sales force, as well as through independent manufacturer representatives and distributors. The company was formerly known as DPW Holdings, Inc. and changed its name to Ault Global Holdings Inc. in January 2021. Ault Global Holdings Inc. was founded in 1969 and is headquartered in Las Vegas, Nevada.
EVY	Eaton Vance New York Muni Income Trust	2	0	2	#{"health" "water"}	#{}	#{"utilities" "United States"}	Eaton Vance New York Municipal Income Trust is a closed ended fixed income mutual fund launched and managed by Eaton Vance Management. It invests in the fixed income markets. The fund invests primarily in debt securities issued by various industries such as cogeneration, education, electric utilities, general obligations, health care, hospital, industrial development revenue, insured-education, insured-escrowed/pre-refunded, insured-general obligations, insured-hospital, insured-transportation, water and sewer, senior living/life care, and transportation. Eaton Vance New York Municipal Income Trust was formed in 1998 and is domiciled in United States.
AMS	American Shared Hospital Services	2	0	1	#{"health" "systems"}	#{}	#{"United States"}	American Shared Hospital Services leases radiosurgery and radiation therapy equipment to health care providers. The company offers radiosurgery equipment for the Gamma Knife stereotactic radiosurgery, a non-invasive procedure to treat malignant and benign brain tumors, and arteriovenous malformations, as well as for trigeminal neuralgia. It also provides image guided radiation therapy (IGRT) systems that integrate imaging and detection components into an accelerator, which allows clinicians to plan treatment, verify positioning, and deliver treatment. In addition, the company offers financing services for Leksell Gamma Knife units. Further, it provides proton beam therapy equipment (PBRT) and services in Orlando, Florida and Long Beach, California, as well as offers planning, installation, reimbursement, and marketing support services to its customers. As of March 1, 2020, it operated 15 Gamma Knife units in 14 states of the United States and one in Lima, Peru. It also operates one PBRT system and one IGRT machine. American Shared Hospital Services was founded in 1980 and is headquartered in San Francisco, California.
