symbol	company	yayk	nayk	mayk	yay	nay	may	desc
DUK	Duke Energy Corp	12	7	16	clojure.lang.LazySeq@4222e03b	clojure.lang.LazySeq@c8e92cc6	clojure.lang.LazySeq@bc7f0781	Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable sources, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 7.8 million retail electric customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 51,144 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 535,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and commercial and industrial customers. It has 22 wind, 126 solar, and 1 battery storage facilities, as well as 11 fuel cell locations with a capacity of 2,282 MW across 19 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was incorporated in 2005 and is headquartered in Charlotte, North Carolina.
WCN	Waste Connections Inc	12	7	1	clojure.lang.LazySeq@d826c3ff	clojure.lang.LazySeq@9baca1c5	clojure.lang.LazySeq@86da3fbe	Waste Connections, Inc. provides waste collection, transfer, disposal, and recycling services in the United States and Canada. The company operates through six segments: Southern, Western, Eastern, Canada, Central, and Exploration and Production (E&P). It offers collection services to residential, commercial, municipal, industrial, and E&P customers; landfill disposal services; and recycling services for various recyclable materials, including compost, cardboard, mixed paper, plastic containers, glass bottles, and ferrous and aluminum metals. The company also owns and operates transfer stations that receive compact and/or load waste to be transported to landfills or treatment facilities through truck, rail, or barge; and intermodal services for the rail haul movement of cargo and solid waste containers in the Pacific Northwest through a network of intermodal facilities. In addition, it provides E&P waste treatment, recovery, and disposal services for waste resulting from oil and natural gas exploration and production activity, such as drilling fluids, drill cuttings, completion fluids, and flowback water; production wastes and produced water during a well's operating life; contaminated soils that require treatment during site reclamation; and substances, which require clean-up after a spill, reserve pit clean-up, or pipeline rupture. Further, the company offers container and chassis sales and leasing services to its customers. As of December 31, 2019, it owned or operated a network of 300 solid waste collection operations; 124 transfer stations; 60 municipal solid waste (MSW) landfills; 12 E&P waste landfills; 14 non-MSW landfills; 66 recycling operations; 4 intermodal operations; 23 E&P liquid waste injection wells; and 19 E&P waste treatment and oil recovery facilities. It also operated an additional 51 transfer stations, 10 MSW landfills, and 2 intermodal operations. Waste Connections, Inc. was founded in 1997 and is based in Vaughan, Canada.
CVS	CVS Corp	12	10	1	clojure.lang.LazySeq@da36b3a1	clojure.lang.LazySeq@2cb16e81	clojure.lang.LazySeq@86da3fbe	CVS Health Corporation provides health services and plans in the United States. The company's Pharmacy Services segment offers pharmacy benefit management solutions, including plan design and administration, formulary management, retail pharmacy network management, mail order pharmacy, specialty pharmacy and infusion, clinical, and disease and medical spend management services. It serves employers, insurance companies, unions, government employee groups, health plans, prescription drug plans (PDPs), Medicaid managed care plans, plans offered on public health insurance and private health insurance exchanges, other sponsors of health benefit plans, and individuals. This segment operates retail specialty pharmacy stores; and specialty mail order, mail order dispensing, and compounding pharmacies, as well as branches for infusion and enteral nutrition services. Its Retail/LTC segment sells prescription and over-the-counter drugs, beauty and personal care products, and cosmetics; and provides health care services through its MinuteClinic walk-in medical clinics. This segment also distributes prescription drugs; and provides related pharmacy consulting and other ancillary services to chronic care facilities and other care settings. As of December 31, 2019, it operated approximately 9,900 retail locations and 1,100 MinuteClinic locations, as well as online retail pharmacy websites, LTC pharmacies, and onsite pharmacies. The company's Health Care Benefits segment offers traditional, voluntary, and consumer-directed health insurance products and related services. It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates. The company was formerly known as CVS Caremark Corporation and changed its name to CVS Health Corporation in September 2014. The company was founded in 1963 and is headquartered in Woonsocket, Rhode Island.
CNP	Centerpoint Energy Inc	12	16	6	clojure.lang.LazySeq@6d30eba3	clojure.lang.LazySeq@5a95608b	clojure.lang.LazySeq@c5fcb46c	CenterPoint Energy, Inc. operates as a public utility holding company in the United States. The company's Houston Electric T&D segment electric transmission and distribution services to electric utility. It owns 236 substation sites with a total installed rated transformer capacity of 68,053 megavolt amperes. Its Indiana Electric Integrated segment provides energy delivery services to electric customers and electric generation assets to electric customers and wholesale markets. The company's Natural Gas Distribution segment sells regulated intrastate natural gas; provides natural gas transportation and storage services for residential, commercial, industrial, and transportation customers; and offers unregulated services comprising home appliance maintenance and repair services. This segment owns approximately 98,000 linear miles of natural gas distribution mains. Its Energy Services segment provides physical natural gas supplies primarily to commercial and industrial customers, and electric and natural gas utilities; natural gas management services; and physical delivery services, as well as procures and optimizes transportation and storage assets. It owns and operates 210 miles of intrastate pipeline in Louisiana and Texas; and leases transportation capacity on various interstate and intrastate pipelines, and storage. The company's Infrastructure Services segment offers underground pipeline construction and repair services. Its Midstream Investment segment offers natural gas and crude oil gathering, and natural gas processing services to its producer customers; and interstate and intrastate natural gas pipeline transportation and storage services to its producer, power plant, local distribution company, and industrial end-user customers. As of March 2, 2020, it served approximately 7 million electric and natural gas metered customers. CenterPoint Energy, Inc. was founded in 1866 and is headquartered in Houston, Texas.
AMRC	Ameresco Inc	11	0	11	clojure.lang.LazySeq@f67f68bb	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c1875215	Ameresco, Inc. provides comprehensive energy services for businesses and organizations in North America and Europe. It offers energy efficiency, infrastructure upgrades, energy security and resilience, asset sustainability, and renewable energy solutions. The company operates through U.S. Regions, U.S. Federal, Canada, and Non-Solar Distributed Generation segments. It designs, develops, engineers, and installs projects that reduce the energy, as well as operations and maintenance costs of customers' facilities. The company's projects primarily include various measures customized for the facility and designed to enhance the efficiency of building systems, such as heating, ventilation, cooling, and lighting systems. It also offers renewable energy products and services, such as the construction of small-scale plants for customers that produce electricity, gas, heat, or cooling from renewable sources of energy; and sells electricity and processed renewable gas fuel, heat, or cooling. In addition, the company provides integrated- photovoltaic (PV) and consulting, and enterprise energy management services; sells solar PV energy products and systems; and owns and operates a wind power project located in County Kerry, Ireland. It serves federal, state, and local governments, as well as healthcare and educational institutions, housing authorities, and commercial and industrial customers. As of December 31, 2019, the company owned and operated 99 small-scale renewable energy plants and solar PV installations. Ameresco, Inc. was founded in 2000 and is headquartered in Framingham, Massachusetts.
WTS	Watts Water Technologies	11	1	2	clojure.lang.LazySeq@3d83181a	clojure.lang.LazySeq@ed92f7b4	clojure.lang.LazySeq@52e654c1	Watts Water Technologies, Inc. designs, manufactures, and sells products and systems that manage and conserve the flow of fluids and energy into, through and out of buildings in the residential and commercial markets in the Americas, Europe, the Asia-Pacific, the Middle East, and Africa. The company offers residential and commercial flow control products, including backflow preventers, water pressure regulators, temperature and pressure relief valves, and thermostatic mixing valves. It also provides heating, ventilation, and air conditioning and gas products, such as boilers, water heaters, and heating solution; hydronic and electric heating systems for under-floor radiant applications; custom heat and hot water solutions; hydronic pump groups for boiler manufacturers and alternative energy control packages; and flexible stainless steel connectors for natural and liquid propane gas in commercial food service and residential applications. In addition, the company offers drainage and water re-use products comprising drainage products and engineered rain water harvesting solutions for commercial, industrial, marine, and residential applications; and water quality products that include point-of-use and point-of-entry water filtration, conditioning, and scale prevention systems for commercial and residential applications. Further, it provides smart mixing system under the IntelliStation name; thermostat with home automation voice recognition capabilities under the Invita name; and platinum boiler under the AERCO Benchmark name. The company sells its products to plumbing, heating, and mechanical wholesale distributors and dealers, as well as original equipment manufacturers, specialty product distributors, do-it-yourself chains, and retail chains; and directly to wholesalers and private label accounts. Watts Water Technologies, Inc. was founded in 1874 and is headquartered in North Andover, Massachusetts.
EMN	Eastman Chemical Company	11	3	3	clojure.lang.LazySeq@b7c1c8cc	clojure.lang.LazySeq@64b3bd79	clojure.lang.LazySeq@467aad18	Eastman Chemical Company operates as an advanced materials and specialty additives company worldwide. The company's Additives & Functional Products segment offers specialty coalescent, specialty and commodity solvents, paint additives, and specialty polymers; hydrocarbon and rosin resins; insoluble sulfur and anti-degradant rubber additives; performance resins; amine derivative-based building blocks; heat transfer and aviation fluids; organic acid-based solutions; and metam-based soil fumigants, thiram and ziram based fungicides, and plant growth regulators. It serves the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. Its Advanced Materials segment provides copolyesters, cellulose esters, polyvinyl butyral (PVB) sheets, and window and protective films, and aftermarket applied film products for value-added end uses in the transportation, consumables, building and construction, durable goods, and health and wellness markets. The company's Chemical Intermediates segment offers Olefin and acetyl derivatives, ethylene, and commodity solvents; primary non-phthalate and phthalate plasticizers, and niche non- phthalate plasticizers; and methylamines and salts higher amines and solvents to the industrial chemicals and processing, building and construction, health and wellness, and agrochemicals. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, aerospace, personal hygiene, and consumables markets. Eastman Chemical Company was founded in 1920 and is headquartered in Kingsport, Tennessee.
AOS	Smith A.O. Corp	11	2	2	clojure.lang.LazySeq@35988156	clojure.lang.LazySeq@5b015f28	clojure.lang.LazySeq@eb2202	A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It operates through two segments, North America and Rest of World. The company offers water heaters for residences, restaurants, hotels and motels, office buildings, laundries, car washes, and small businesses; residential and commercial boilers for space heating applications in hospitals, schools, hotels, and other commercial buildings; and water treatment products, including on-the-go filtration bottles, point-of-use carbon and reverse osmosis products, point-of-entry water softeners, and whole-home water filtration products for residences, restaurants, hotels, and offices. It also provides food and beverage filtration products; expansion tanks, commercial solar water heating systems, swimming pool and spa heaters, and related products and parts; and heat pumps, combi-boilers, solar tank units, and air purification products. The company offers its products primarily under the A. O. Smith, State, Lochinvar, and water softener brands. It distributes its products through independent wholesale plumbing distributors, as well as through retail channels consisting of hardware and home center chains, and manufacturer representative firms; and offers Aquasana branded products directly to consumers through e-commerce, as well as other online retailers. The company was founded in 1874 and is headquartered in Milwaukee, Wisconsin.
BEP	Brookfield Renewable	11	1	2	clojure.lang.LazySeq@5343c523	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@e76fd45d	Brookfield Renewable Partners L.P. owns a portfolio of renewable power generating facilities primarily in North America, Colombia, Brazil, Europe, India, and China. The company generates electricity through hydroelectric, wind, solar, cogeneration, and biomass sources. Its portfolio consists of approximately 19,000 megawatts of installed capacity. Brookfield Renewable Partners Limited operates as the general partner of Brookfield Renewable Partners L.P. The company was formerly known as Brookfield Renewable Energy Partners L.P. and changed its name to Brookfield Renewable Partners L.P. in May 2016. Brookfield Renewable Partners L.P. was founded in 1999 and is headquartered in Hamilton, Bermuda.
AQN	Algonquin Pwr & Util	11	2	4	clojure.lang.LazySeq@451da0c9	clojure.lang.LazySeq@a25ed001	clojure.lang.LazySeq@448ab3ac	Algonquin Power & Utilities Corp., through its subsidiaries, owns and operates a portfolio of regulated and non-regulated generation, distribution, and transmission utility assets in Canada and the United States. It generates and sells electrical energy through non-regulated renewable and clean energy power generation facilities. The company also owns and operates hydroelectric, wind, solar, and thermal facilities with generating capacity of approximately gigawatt; and regulated electric, natural gas, water distribution, and wastewater collection utility systems. It serves approximately 267,000 electric connections; 369,000 natural gas connections; and 168,000 regulated water distribution and wastewater collection utility systems in the states of California, New Hampshire, Missouri, Kansas, Oklahoma, Arkansas, Georgia, Illinois, Iowa, Massachusetts, New York, Arizona, Texas, and the Province of New Brunswick. The company was incorporated in 1988 and is headquartered in Oakville, Canada.
ENB	Enbridge Inc	11	6	9	clojure.lang.LazySeq@7db2a7af	clojure.lang.LazySeq@d7b5f031	clojure.lang.LazySeq@f6721d7e	Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada.
FTS	Fortis Inc	11	3	2	clojure.lang.LazySeq@b59a4fa5	clojure.lang.LazySeq@168e2681	clojure.lang.LazySeq@db47f7a1	Fortis Inc. operates as an electric and gas utility company in Canada, the United States, and the Caribbean countries. It generates, transmits, and distributes electricity to approximately 429,000 retail customers in southeastern Arizona; and 97,000 retail customers in Arizona's Mohave and Santa Cruz counties with an aggregate capacity of 3,143 megawatts (MW), including 59 MW of solar capacity. The company also sells wholesale electricity to other entities in the western United States; owns gas-fired and hydroelectric generating capacity totaling 65 MW; and distributes natural gas to approximately 1,041,000 residential, commercial and industrial and transportation customers in British Columbia, Canada. In addition, it owns and operates the electricity distribution system that serves approximately 568,000 customers in southern and central Alberta; owns 4 hydroelectric generating facilities with a combined capacity of 225 MW; and provides operation, maintenance, and management services to five hydroelectric generating facilities. Further, the company distributes electricity in the island portion of Newfoundland and Labrador with an installed generating capacity of 143 MW; and on Prince Edward Island with a generating capacity of 140 MW. Additionally, it provides integrated electric utility service to approximately 66,000 customers in Ontario; approximately 269,000 customers in Newfoundland and Labrador; approximately 31,000 customers on Grand Cayman, Cayman Islands; and approximately 15,000 customers on certain islands in Turks and Caicos. The company also holds long-term contracted generation assets in Belize consisting of 3 hydroelectric generating facilities with a combined capacity of 51 MW; and the Aitken Creek natural gas storage facility. It also owns and operates approximately 91,000 circuit Kilometers (km) of distribution lines; and approximately 49,500 km of natural gas pipelines. Fortis Inc. was founded in 1885 and is headquartered in St. John's, Canada.
